,Unnamed: 0,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apt_cap_pct,draft_pick,pick_value
159,159,160,Matt Bryant,,,K5,137.0,,,177.0,,190.0,178.2,00-0020578,K,2017,0.9037037037037037,42,2002,-1.0,--,0.02,,0.0
160,160,161,Chris Boswell,PIT,7,K6,132.0,,,176.0,,207.0,178.6,00-0031136,K,2017,1.0,26,2014,-1.0,--,0.024,,0.0
161,161,162,Harrison Butker,KC,12,K7,193.0,,,167.0,,177.0,179.4,00-0033303,K,2017,1.0,22,2017,0.40076923076923077,--,0.004,233.0,0.0
162,162,163,Houston Texans,DST,10,DST7,129.0,,,137.0,,,138.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
163,163,164,John Ross,,,WR60,141.0,,,191.0,,246.0,180.2,00-0033460,WR,2017,0.75,21,2017,0.10333333333333333,0.21333334,0.026000000000000002,9.0,20.6
164,164,165,Devontae Booker,,,RB56,,,,128.0,,121.0,141.0,00-0032972,RB,2017,1.0,25,2016,0.3161538461538462,19.35564,0.004,136.0,3.3
165,165,166,Jake Elliott,PHI,9,K8,189.0,,,178.0,,164.0,185.4,00-0033787,K,2017,1.0,22,2017,0.35733333333333334,--,0.004,153.0,2.6
166,166,167,O.J. Howard,,,TE15,,,,160.0,,142.0,147.8,00-0033879,TE,2017,0.875,22,2017,0.64,64.729744,0.017,19.0,15.8
167,167,168,Danny Amendola,,,WR61,149.0,,,225.0,,193.0,187.6,00-0026035,WR,2017,0.9635036496350365,31,2008,0.5393333333333334,31.836859,0.034,,0.0
168,168,169,Denver Broncos,DST,10,DST8,164.0,,,139.0,,,151.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
169,169,170,Courtland Sutton,DEN,10,WR62,180.0,,,216.0,,215.0,194.4,00-0034348,WR,2017,--,21,2018,-1.0,--,0.01,40.0,11.1
170,170,171,Robbie Gould,,,K9,187.0,,,185.0,,199.0,194.4,00-0023252,K,2017,0.9020979020979021,34,2005,-1.0,--,0.012,,0.0
171,171,172,Mohamed Sanu Sr.,,,WR63,130.0,,,204.0,,149.0,158.0,00-0029632,WR,2017,0.8645833333333334,28,2012,0.7873333333333333,31.937706,0.042,83.0,6.5
172,172,173,Austin Seferian-Jenkins,,,TE16,161.0,,,143.0,,156.0,161.3,00-0031418,TE,2017,0.7301587301587301,24,2014,0.7592307692307692,26.696924,0.027999999999999997,38.0,11.4
173,173,174,Dez Bryant ,,,WR64,173.0,,,189.0,,115.0,161.5,00-0027902,WR,2017,0.7751937984496124,28,2010,0.839375,25.776,0.006999999999999999,24.0,14.4
174,174,175,Rishard Matthews,,,WR65,175.0,,,186.0,,125.0,163.3,00-0029580,WR,2017,0.8383838383838383,27,2012,0.8228571428571427,44.196484,0.044000000000000004,227.0,0.0
175,175,176,New Orleans Saints,DST,6,DST9,174.0,,,157.0,,,164.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
176,176,177,Jameis Winston,NYG,9,QB22,,,,171.0,,159.0,164.5,00-0031503,QB,2017,1.0,23,2015,0.893846153846154,70.2675,0.044000000000000004,1.0,34.6
177,177,178,Matt Prater,,,K10,190.0,,,201.0,,210.0,202.2,00-0023853,K,2017,0.8958333333333334,33,2007,-1.0,--,0.023,,0.0
178,178,179,DeSean Jackson,,,WR66,184.0,,,192.0,,136.0,168.3,00-0026189,WR,2017,0.9178082191780822,30,2008,0.6464285714285715,23.933846,0.067,49.0,9.8
179,179,180,Dede Westbrook,,,WR67,,,,148.0,,184.0,168.5,00-0033839,WR,2017,0.4375,23,2017,0.7800000000000001,35.086193,0.005,110.0,4.7
180,180,181,Chicago Bears,DST,5,DST10,152.0,,,188.0,,,169.8,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
181,181,182,Jared Cook,,,TE17,148.0,,,197.0,,165.0,171.0,00-0027061,TE,2017,0.9054054054054054,30,2009,0.785,38.441334,0.032,89.0,6.0
182,182,183,Paul Richardson Jr. ,,,WR68,142.0,,,172.0,,154.0,171.3,00-0031257,WR,2017,0.5961538461538461,25,2014,0.773125,44.139294,0.045,45.0,10.4
183,183,184,New England Patriots,DST,11,DST11,134.0,,,175.0,,,171.8,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
184,184,185,Pittsburgh Steelers,DST,7,DST12,145.0,,,179.0,,,175.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
185,185,186,Mason Crosby,,,K11,179.0,,,226.0,,212.0,209.2,00-0025580,K,2017,1.0,32,2007,0.288125,--,0.026000000000000002,193.0,1.1
186,186,187,Eric Ebron,,,TE18,,,,195.0,,168.0,175.5,00-0031387,TE,2017,1.0,24,2014,0.5262500000000001,33.558,0.037000000000000005,10.0,19.9
187,187,188,Cameron Brate,,,TE19,169.0,,,181.0,,146.0,175.8,00-0031273,TE,2017,0.9807692307692307,26,2014,0.53625,45.065292,0.038,,0.0
188,188,189,Eli Manning,,,QB23,,,,193.0,,169.0,176.5,00-0022803,QB,2017,1.0,36,2004,0.9946666666666667,61.609646,0.147,1.0,34.6
189,189,190,Austin Ekeler,WAS,4,RB57,,,,159.0,,189.0,178.3,00-0033699,RB,2017,1.0,22,2017,0.180625,54.790253,0.003,,0.0
190,190,191,Carolina Panthers,DST,4,DST13,182.0,,,194.0,,,179.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
191,191,192,Charles Clay,,,TE20,139.0,,,202.0,,174.0,179.5,00-0028112,TE,2017,0.7280701754385965,28,2011,0.6861538461538461,23.693077,0.053,174.0,1.7
192,192,193,Benjamin Watson,,,TE21,143.0,,,208.0,,176.0,187.3,00-0022943,TE,2017,0.7972972972972973,36,2004,0.6425000000000001,26.798,0.011000000000000001,,0.0
193,193,194,Geronimo Allison ,,,WR69,,,,207.0,,217.0,190.8,00-0032626,WR,2017,0.9629629629629629,23,2016,0.34,27.73291,0.004,,0.0
194,194,195,Tyrod Taylor,NYJ,11,QB24,138.0,,,238.0,,196.0,196.8,00-0028118,QB,2017,1.0,28,2011,0.9373333333333332,43.42961,0.091,180.0,1.5
195,195,196,Ricky Seals-Jones,,,TE22,,,,220.0,,188.0,198.5,00-0033611,TE,2017,1.0,22,2017,0.19,65.40268,0.003,,0.0
196,196,197,Arizona Cardinals,DST,9,DST14,166.0,,,222.0,,,199.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
197,197,198,Marqise Lee ,,,WR70,,,,203.0,,107.0,156.0,00-0031431,WR,2017,1.0,25,2014,0.7521428571428572,49.175255,0.048,39.0,11.3
198,198,199,D'Onta Foreman,,,RB58,,,,163.0,,130.0,164.3,00-0033925,RB,2017,0.625,21,2017,0.209,48.055,0.005,89.0,6.0
199,199,200,Antonio Gates,,,TE23,135.0,,,243.0,,284.0,214.3,00-0021547,TE,2017,0.8904109589041096,37,2003,-1.0,25.206,0.013999999999999999,,0.0
200,200,201,Adam Vinatieri,,,K12,191.0,,,269.0,,319.0,240.4,00-0016919,K,2017,1.0,44,1996,-1.0,--,0.02,,0.0
201,201,202,Doug Martin,,,RB59,,,,162.0,,153.0,173.3,00-0029613,RB,2017,0.8695652173913043,28,2012,0.37999999999999995,31.52891,0.008,31.0,12.7
202,202,203,Nyheim Miller-Hines,LAC,8,RB60,,,,182.0,,145.0,178.7,00-0034367,RB,2017,--,20,2018,-1.0,--,--,104.0,5.0
203,203,204,Mike Gesicki,CIN,9,TE24,,,,174.0,,182.0,179.7,00-0034829,TE,2017,--,21,2018,-1.0,--,0.009000000000000001,42.0,10.8
204,204,205,Javorius Allen,,,RB61,,,,183.0,,186.0,182.3,00-0031577,RB,2017,1.0,26,2015,0.4275,37.80163,0.005,125.0,3.9
205,205,206,Tyrell Williams,,,WR71,,,,198.0,,179.0,183.0,00-0032160,WR,2017,1.0,25,2015,0.8025,49.050503,0.016,,0.0
206,206,207,Daniel Carlson,LV,,K13,,,,228.0,,221.0,223.8,00-0034161,K,2017,--,22,2018,-1.0,--,0.004,167.0,2.0
207,207,208,Blake Bortles,,,QB25,,,,206.0,,166.0,184.0,00-0031407,QB,2017,1.0,25,2014,0.98,58.623013,0.099,3.0,27.6
208,208,209,Andy Dalton,CAR,4,QB26,,,,190.0,,173.0,184.3,00-0027973,QB,2017,1.0,29,2011,0.9693750000000001,64.59814,0.12,35.0,12.0
209,209,210,Ted Ginn Jr.,,,WR72,,,,247.0,,163.0,187.7,00-0025396,WR,2017,1.0,32,2007,0.6353333333333334,37.991142,0.022000000000000002,9.0,20.6
210,210,211,Case Keenum,CHI,5,QB27,,,,209.0,,167.0,188.0,00-0028986,QB,2017,1.0,29,2012,-1.0,49.8274,0.102,,0.0
211,211,212,Mike Wallace ,,,WR73,186.0,,,240.0,,218.0,227.8,00-0026901,WR,2017,0.8933333333333333,31,2009,0.6959999999999998,36.086,0.011000000000000001,84.0,6.4
212,212,213,Christian Kirk,HU,10 O,WR74,,,,214.0,,171.0,189.0,00-0034775,WR,2017,--,20,2018,-1.0,--,0.008,47.0,10.1
213,213,214,Martavis Bryant ,,,WR75,,,,205.0,,140.0,190.3,00-0031373,WR,2017,1.0,25,2014,0.6506666666666667,23.115236,0.011000000000000001,118.0,4.2
214,214,215,Vance McDonald,,,TE25,,,,212.0,,175.0,193.7,00-0030470,TE,2017,0.7875,27,2013,0.4,17.73361,0.042,55.0,9.1
215,215,216,T.J. Yeldon,,,RB62,,,,165.0,,220.0,195.3,00-0032209,RB,2017,0.9795918367346939,23,2015,0.306,55.41345,0.01,36.0,11.8
216,216,217,Austin Hooper,NE,11,TE26,,,,199.0,,178.0,195.7,00-0032392,TE,2017,1.0,22,2016,0.77125,33.764664,0.006999999999999999,81.0,6.6
217,217,218,Robert Kelley,,,RB63,,,,219.0,,195.0,201.0,00-0032371,RB,2017,0.78125,24,2016,0.3071428571428571,16.322382,0.003,,0.0
218,218,219,Hayden Hurst,,,TE27,,,,200.0,,200.0,204.3,00-0034830,TE,2017,--,24,2018,-1.0,--,0.016,25.0,14.1
219,219,220,Graham Gano,NYG,9,K14,192.0,,,260.0,,270.0,239.8,00-0026858,K,2017,1.0,30,2009,-1.0,--,0.024,,0.0
220,220,221,Frank Gore ,,,RB64,,,,217.0,,180.0,208.7,00-0023500,RB,2017,0.9178082191780822,34,2005,0.538125,14.698667,0.006,65.0,8.0
221,221,222,Spencer Ware,,,RB65,,,,210.0,,211.0,209.7,00-0030414,RB,2017,0.5490196078431373,25,2013,-1.0,--,0.009000000000000001,194.0,1.1
222,222,223,Samaje Perine,CIN,9,RB66,,,,187.0,,198.0,210.3,00-0033526,RB,2017,1.0,21,2017,0.35687499999999994,32.182693,0.005,114.0,4.4
223,223,224,Chris Ivory,,,RB67,,,,221.0,,192.0,214.3,00-0027531,RB,2017,0.8661417322834646,29,2010,-1.0,38.265774,0.016,,0.0
224,224,225,Atlanta Falcons,DST,8,DST15,,,,227.0,,,216.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
225,225,226,Ryan Tannehill,,,QB28,,,,237.0,,187.0,217.0,00-0029701,QB,2017,0.84,29,2012,-1.0,--,0.134,8.0,21.4
226,226,227,Donte Moncrief,,,WR76,,,,235.0,,205.0,220.3,00-0031339,WR,2017,1.0,24,2014,0.7916666666666666,17.700228,0.054000000000000006,90.0,5.9
227,227,228,Tennessee Titans,DST,8,DST16,183.0,,,246.0,,,221.3,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
228,228,229,James Washington,,,WR77,,,,239.0,,228.0,227.7,00-0034676,WR,2017,--,21,2018,-1.0,--,0.006,60.0,8.5
229,229,230,Kalen Ballage,,,RB68,,,,232.0,,204.0,228.7,00-0034799,RB,2017,--,21,2018,-1.0,--,0.004,131.0,3.6
230,230,231,Joe Flacco,CLE,11,QB29,,,,248.0,,216.0,229.0,00-0026158,QB,2017,0.9241379310344827,32,2008,0.940625,36.141895,0.14300000000000002,18.0,16.2
231,231,232,Jeremy Hill ,,,RB69,,,,211.0,,219.0,234.3,00-0031301,RB,2017,0.8787878787878788,24,2014,0.18000000000000002,1.6895238,0.008,55.0,9.1
232,232,233,Terrance Williams,,,WR78,,,,256.0,,229.0,234.3,00-0030542,WR,2017,1.0,27,2013,0.645,28.270624,0.025,74.0,7.2
233,233,234,Baker Mayfield,TB,5,QB30,,,,262.0,,243.0,235.7,00-0034855,QB,2017,--,22,2018,-1.0,--,0.046,1.0,34.6
234,234,235,Ryan Succop,,,K15,,,,215.0,,242.0,240.0,00-0026968,K,2017,1.0,30,2009,0.3275,--,0.023,256.0,0.0
235,235,236,Taywan Taylor,,,WR79,,,,231.0,,251.0,240.7,00-0033911,WR,2017,1.0,22,2017,0.24874999999999997,14.905168,0.006,72.0,7.4
236,236,237,Quincy Enunwa,,,WR80,,,,229.0,,237.0,242.3,00-0031023,WR,2017,0.6521739130434783,25,2014,-1.0,--,0.051,209.0,0.6
237,237,238,Kenneth Dixon,,,RB70,,,,251.0,,202.0,245.0,00-0032411,RB,2017,0.5,23,2016,-1.0,--,0.004,134.0,3.4
238,238,239,Chase Edmonds,,,RB71,,,,224.0,,257.0,245.0,00-0034681,RB,2017,--,21,2018,-1.0,--,0.004,134.0,3.4
239,239,240,Tre'Quan Smith,,,WR81,,,,234.0,,253.0,246.7,00-0034765,WR,2017,--,21,2018,-1.0,--,0.005,91.0,5.9
240,240,241,Darren Sproles,,,RB72,,,,241.0,,222.0,247.7,00-0023564,RB,2017,0.9139072847682119,34,2005,0.4166666666666667,24.39,0.008,130.0,3.6
241,241,242,Cole Beasley,,,WR82,,,,264.0,,231.0,248.0,00-0029000,WR,2017,1.0,28,2012,0.574,28.567808,0.024,,0.0
242,242,243,Phillip Dorsett II,LV,,WR83,,,,213.0,,267.0,248.3,00-0032208,WR,2017,1.0,24,2015,0.35333333333333333,10.6125,0.008,29.0,13.2
243,243,244,Kansas City Chiefs,DST,12,DST17,,,,184.0,,,202.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
244,244,245,John Kelly Jr.,,,RB73,,,,245.0,,266.0,252.0,00-0034808,RB,2017,--,20,2018,-1.0,--,0.004,176.0,1.7
245,245,246,Seattle Seahawks,DST,7,DST18,,,,196.0,,,207.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
246,246,247,Jonathan Stewart,,,RB74,,,,244.0,,230.0,255.0,00-0026153,RB,2017,1.0,30,2008,0.40399999999999997,52.94266,0.019,13.0,18.3
247,247,248,Terrelle Pryor Sr.,,,WR84,,,,254.0,,213.0,255.7,00-0028825,WR,2017,0.926829268292683,28,2011,-1.0,28.117144,0.025,1.0,34.6
248,248,249,Lamar Jackson,BAL,10,QB31,,,,311.0,,223.0,255.7,00-0034796,QB,2017,--,20,2018,-1.0,--,0.013000000000000001,32.0,12.5
249,249,250,Dallas Goedert,PHI,9,TE28,,,,266.0,,259.0,255.7,00-0034351,TE,2017,--,22,2018,-1.0,--,0.008,49.0,9.8
250,250,251,Sam Darnold,SEA,7,QB32,,,,318.0,,254.0,256.7,00-0034869,QB,2017,--,20,2018,-1.0,--,0.043,3.0,27.6
251,251,252,Cordarrelle Patterson,,,RB75,,,,287.0,,203.0,258.7,00-0030578,RB,2017,1.0,26,2013,0.431875,25.41524,0.025,29.0,13.2
252,252,253,Brandon Marshall,,,WR85,,,,242.0,,248.0,259.0,00-0024334,WR,2017,0.831081081081081,33,2006,0.7759999999999999,31.487003,0.006,119.0,4.2
253,253,254,Brandon McManus,GB,7,K16,,,,249.0,,278.0,260.7,00-0029822,K,2017,1.0,26,2014,-1.0,--,0.022000000000000002,,0.0
254,254,255,Sam Bradford,,,QB33,,,,279.0,,255.0,261.7,00-0027854,QB,2017,0.8598130841121495,29,2010,0.685,290.40503,0.113,1.0,34.6
255,255,256,Josh Lambo,,,K17,,,,282.0,,240.0,263.7,00-0032087,K,2017,1.0,26,2015,-1.0,--,0.004,,0.0
256,256,257,Rod Smith,,,RB76,,,,259.0,,272.0,265.0,00-0031900,RB,2017,1.0,25,2015,-1.0,87.02933,0.004,,0.0
257,257,258,Dante Pettis,N,6 O,WR86,,,,276.0,,250.0,265.3,00-0034860,WR,2017,--,21,2018,-1.0,--,0.009000000000000001,44.0,10.5
258,258,259,Jermaine Kearse,,,WR87,,,,310.0,,206.0,265.7,00-0029159,WR,2017,1.0,27,2012,-1.0,49.96,0.028999999999999998,,0.0
259,259,260,Dan Bailey,,,K18,,,,223.0,,343.0,266.0,00-0028660,K,2017,1.0,29,2011,-1.0,--,0.01,,0.0
260,260,261,Pharoh Cooper,,,WR88,,,,,,112.0,112.0,00-0033111,WR,2017,1.0,22,2016,0.19625,3.9505453,0.005,117.0,4.3
261,261,262,Jake Butt ,,,TE29,,,,295.0,,224.0,267.3,00-0033564,TE,2017,0.0,22,2017,-1.0,--,0.004,145.0,2.9
262,262,263,Detroit Lions,DST,6,DST19,,,,233.0,,,235.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
263,263,264,Tavon Austin,,,WR89,,,,315.0,,209.0,275.0,00-0030525,WR,2017,1.0,27,2013,0.219375,12.892583,0.04,8.0,21.4
264,264,265,Vernon Davis,,,TE30,,,,308.0,,258.0,276.0,00-0024221,TE,2017,1.0,33,2006,0.79,29.337166,0.03,6.0,23.2
265,265,266,Nick Foles,,,QB34,,,,261.0,,282.0,276.0,00-0029567,QB,2017,0.8383838383838383,28,2012,0.4342857142857142,94.71996,0.08199999999999999,88.0,6.1
266,266,267,Corey Coleman,,,WR90,,,,293.0,,241.0,276.3,00-0032966,WR,2017,0.78125,23,2016,0.7911111111111111,48.636944,0.004,15.0,17.4
267,267,268,Travis Benjamin,,,WR91,,,,281.0,,252.0,276.7,00-0029269,WR,2017,0.9120879120879121,27,2012,0.534375,49.90129,0.039,100.0,5.3
268,268,269,Albert Wilson ,,,WR92,,,,275.0,,247.0,277.3,00-0030669,WR,2017,1.0,25,2014,0.6384615384615385,40.005257,0.045,,0.0
269,269,270,Ryan Grant ,,,WR93,,,,230.0,,369.0,286.0,00-0031068,WR,2017,1.0,26,2014,0.615,20.117958,0.042,142.0,3.0
270,270,271,Alex Erickson,,,WR94,,,,,,151.0,151.0,00-0032543,WR,2017,1.0,24,2016,0.2,16.693775,0.011000000000000001,,0.0
271,271,272,Antonio Callaway,,,WR95,,,,271.0,,292.0,280.7,00-0034772,WR,2017,--,20,2018,-1.0,--,0.004,105.0,5.0
272,272,273,Ameer Abdullah,SF,11,RB77,,,,274.0,,279.0,280.7,00-0032104,RB,2017,0.7142857142857143,24,2015,0.4142857142857142,18.275164,0.006999999999999999,54.0,9.2
273,273,274,Hunter Henry,NE,11,TE31,,,,,,461.0,307.5,00-0033090,TE,2017,0.9375,22,2016,0.6457142857142857,30.771137,0.01,35.0,12.0
274,274,275,Dallas Cowboys,DST,8,DST20,,,,257.0,,,250.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
275,275,276,Josh Rosen,,,QB35,,,,341.0,,277.0,282.0,00-0034343,QB,2017,--,20,2018,-1.0,--,0.025,10.0,19.9
276,276,277,Ryan Griffin,,,TE32,,,,305.0,,245.0,282.0,00-0030108,TE,2017,0.8933333333333333,27,2013,0.6957142857142856,40.654667,0.018000000000000002,,0.0
277,277,278,Ryan Switzer,,,WR96,,,,,,160.0,160.0,00-0033562,WR,2017,1.0,22,2017,0.084375,8.992381,0.004,133.0,3.5
278,278,279,C.J. Prosise ,,,RB78,,,,258.0,,283.0,284.7,00-0032393,RB,2017,0.78125,23,2016,0.22800000000000004,21.416664,0.005,90.0,5.9
279,279,280,Josh Allen,BUF,11,QB36,,,,332.0,,275.0,285.0,00-0034857,QB,2017,--,21,2018,-1.0,--,0.03,7.0,22.2
280,280,281,Stephen Hauschka,,,K19,,,,299.0,,290.0,285.0,00-0025944,K,2017,0.8712121212121212,32,2008,-1.0,--,0.018000000000000002,,0.0
281,281,282,Green Bay Packers,DST,7,DST21,,,,255.0,,,256.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
282,282,283,Wayne Gallman Jr.,,,RB79,,,,265.0,,301.0,286.3,00-0033950,RB,2017,1.0,22,2017,0.3523076923076923,26.857307,0.004,140.0,3.1
283,283,284,Ka'imi Fairbairn,HOU,10,K20,,,,,,232.0,258.0,00-0032726,K,2017,0.5,23,2016,-1.0,--,0.003,,0.0
284,284,285,Cleveland Browns,DST,11,DST22,,,,263.0,,,259.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
285,285,286,Nick Vannett,MIN,10,TE33,,,,335.0,,294.0,288.3,00-0032394,TE,2017,1.0,24,2016,0.2746666666666666,12.471427,0.005,94.0,5.7
286,286,287,DJ Chark Jr.,ATL,8,WR97,,,,319.0,,264.0,290.3,00-0034777,WR,2017,--,20,2018,-1.0,--,0.006,61.0,8.4
287,287,288,Jakeem Grant Sr.,,,WR98,,,,,,183.0,183.0,00-0032791,WR,2017,1.0,24,2016,0.12812500000000002,49.7,0.004,186.0,1.3
288,288,289,Ed Dickson,,,TE34,,,,344.0,,235.0,291.0,00-0027675,TE,2017,1.0,30,2010,0.811875,36.380714,0.02,70.0,7.5
289,289,290,Mike Gillislee,,,RB80,,,,267.0,,304.0,291.0,00-0030433,RB,2017,1.0,26,2013,0.2588888888888889,45.25028,0.005,164.0,2.1
290,290,291,Andre Roberts,,,WR99,,,,,,185.0,185.0,00-0027691,WR,2017,0.8863636363636364,29,2010,0.030625,1.2100002,0.006,88.0,6.1
291,291,292,Dustin Hopkins,CLE,11,K21,,,,292.0,,313.0,293.3,00-0030098,K,2017,0.7547169811320755,26,2013,0.32875,--,0.013999999999999999,177.0,1.6
292,292,293,Kevin White ,,,WR100,,,,277.0,,299.0,293.3,00-0031545,WR,2017,0.15625,25,2015,0.7,,0.028999999999999998,,0.0
293,293,294,Laquon Treadwell,IND,9,WR101,,,,250.0,,322.0,294.7,00-0032951,WR,2017,1.0,22,2016,0.453125,6.83859,0.016,23.0,14.6
294,294,295,Phil Dawson ,,,K22,,,,278.0,,339.0,296.0,00-0004091,K,2017,1.0,42,1999,-1.0,--,0.018000000000000002,,0.0
295,295,296,Jordan Matthews,,,TE35,,,,,,201.0,201.0,00-0031299,TE,2017,0.9393939393939394,25,2014,0.7779999999999999,7.886223,0.006,42.0,10.8
296,296,297,Jaylen Samuels,,,RB81,,,,321.0,,225.0,273.0,00-0034331,RB,2017,--,21,2018,-1.0,--,0.004,165.0,2.1
297,297,298,Willie Snead,IV,,WR102,,,,,,238.0,273.0,00-0030663,WR,2017,0.9387755102040817,24,2014,0.3690909090909091,1.842857,0.02,,0.0
298,298,299,Corey Grant ,,,RB82,,,,314.0,,271.0,297.3,00-0031731,RB,2017,0.8421052631578947,25,2015,-1.0,27.744106,0.016,,0.0
299,299,300,Luke Willson,,,TE36,,,,337.0,,256.0,298.7,00-0030089,TE,2017,1.0,27,2013,0.355,20.333591,0.013999999999999999,158.0,2.4
300,300,301,Chris Warren,III,,RB83,,,,253.0,,,276.0,00-0034315,RB,2017,--,21,2018,-1.0,--,0.003,,0.0
301,301,302,Trevor Davis,,,WR103,,,,,,208.0,208.0,00-0032423,WR,2017,1.0,24,2016,0.093125,10.801667,0.004,163.0,2.2
302,302,303,Kai Forbath,LAR,12,K23,,,,284.0,,269.0,276.5,00-0028787,K,2017,1.0,29,2011,-1.0,--,0.006,,0.0
303,303,304,Buffalo Bills,DST,11,DST23,,,,316.0,,,277.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
304,304,305,Malcolm Brown ,,,RB84,,,,252.0,,305.0,278.5,00-0031806,RB,2017,1.0,24,2015,0.20545454545454547,10.906182,0.004,,0.0
305,305,306,Elijah McGuire,,,RB85,,,,317.0,,244.0,280.5,00-0033295,RB,2017,1.0,23,2017,0.255,39.253143,0.004,188.0,1.3
306,306,307,Cincinnati Bengals,DST,9,DST24,,,,285.0,,,280.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
307,307,308,Sebastian Janikowski,,,K24,,,,294.0,,355.0,305.7,00-0019646,K,2017,0.8940397350993378,39,2000,-1.0,--,0.011000000000000001,17.0,16.6
308,308,309,Zay Jones,ARI,9,WR104,,,,296.0,,268.0,282.0,00-0033891,WR,2017,1.0,22,2017,0.7913333333333334,25.901098,0.01,37.0,11.6
309,309,310,Caleb Sturgis,,,K25,,,,312.0,,354.0,306.0,00-0030390,K,2017,0.8125,28,2013,0.42,--,0.013000000000000001,166.0,2.0
310,310,311,Geoff Swaim ,,,TE37,,,,,,289.0,283.0,00-0032141,TE,2017,0.8571428571428571,23,2015,0.17133333333333337,0.6049999,0.004,246.0,0.0
311,311,312,New York Giants,DST,9,DST25,,,,288.0,,,283.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
312,312,313,Taylor Gabriel,,,WR105,,,,333.0,,236.0,284.5,00-0031228,WR,2017,1.0,26,2014,-1.0,22.528624,0.037000000000000005,,0.0
313,313,314,Jesse James,,,TE38,,,,,,263.0,284.5,00-0032135,TE,2017,1.0,23,2015,0.813125,45.80286,0.004,160.0,2.3
314,314,315,Jonathan Williams,,,RB86,,,,280.0,,,285.0,00-0032975,RB,2017,1.0,23,2016,-1.0,--,0.004,156.0,2.4
315,315,316,Virgil Green,,,TE39,,,,339.0,,280.0,305.7,00-0028142,TE,2017,1.0,29,2011,0.474375,5.860728,0.016,204.0,0.7
316,316,317,J'Mon Moore,,,WR106,,,,270.0,,310.0,290.0,00-0034268,WR,2017,--,22,2018,-1.0,--,0.004,133.0,3.5
317,317,318,Brandon Zylstra,,,WR107,,,,,,239.0,239.0,00-0034052,WR,2017,--,24,2018,-1.0,--,0.003,,0.0
318,318,319,Cairo Santos,CHI,5,K26,,,,,,363.0,305.0,00-0031203,K,2017,0.9322033898305084,25,2014,-1.0,--,0.011000000000000001,,0.0
319,319,320,Jake Kumerow,,,WR108,,,,302.0,,291.0,296.5,00-0031787,WR,2017,0.3333333333333333,25,2015,-1.0,--,0.003,,0.0
320,320,321,Alfred Blue,,,RB87,,,,290.0,,370.0,321.7,00-0031075,RB,2017,1.0,26,2014,0.23363636363636367,33.730713,0.005,181.0,1.5
321,321,322,Washington Commanders,DST,4,DST26,,,,336.0,,,298.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
322,322,323,Torrey Smith,,,WR109,,,,272.0,,324.0,298.0,00-0027996,WR,2017,0.9829059829059829,28,2011,0.643125,29.431625,0.03,58.0,8.7
323,323,324,San Francisco 49ers,DST,11,DST27,,,,328.0,,,300.0,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
324,324,325,J.J. Nelson,,,WR110,,,,297.0,,303.0,300.0,00-0032112,WR,2017,1.0,25,2015,0.48374999999999996,38.876957,0.004,159.0,2.3
325,325,326,Stephen Anderson,,,TE40,,,,343.0,,260.0,301.5,00-0032725,TE,2017,1.0,24,2016,0.4206666666666667,23.202637,0.004,,0.0
326,326,327,Tampa Bay Buccaneers,DST,5,DST28,,,,331.0,,,302.5,--,D/ST,2017,--,D/ST,D/ST,-1.0,--,--,,0.0
327,327,328,Mark Andrews,BAL,10,TE41,,,,,,261.0,261.0,00-0034753,TE,2017,--,21,2018,-1.0,--,0.005,86.0,6.2
328,328,329,Adam Shaheen,,,TE42,,,,,,262.0,262.0,00-0033896,TE,2017,1.0,22,2017,0.30538461538461537,38.029667,0.009000000000000001,45.0,10.4
