,Unnamed: 0.1,Unnamed: 0,Rank,Player,Team,Bye,POS,ESPN,Sleeper,NFL,RTSports,FFC,Fantrax,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value
160,160,160,161,Josh Doctson,,,WR57,185.0,,,,,164.0,166.3,00-0032760,WR,2016,0.375,23,2016,0.245,11.519999,0.016,22.0,14.9
161,161,161,162,Cameron Brate,,,TE21,158.0,,,,,180.0,170.3,00-0031273,TE,2016,0.9722222222222222,25,2014,0.6579999999999999,41.59857,0.004,,0.0
162,162,162,163,Wendell Smallwood,,,RB55,,,,,,176.0,171.5,00-0032782,RB,2016,0.8125,22,2016,0.18,26.029922,0.004,153.0,2.6
163,163,163,164,Taylor Gabriel,,,WR58,169.0,,,,,157.0,172.3,00-0031228,WR,2016,1.0,25,2014,-1.0,54.50788,0.016,,0.0
164,164,164,165,Minnesota Vikings,DST,9.0,DST6,116.0,,,,,,136.3,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
165,165,165,166,Arizona Cardinals,DST,8.0,DST7,129.0,,,,,,139.3,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
166,166,166,167,New England Patriots,DST,9.0,DST8,134.0,,,,,,140.3,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
167,167,167,168,Antonio Gates,,,TE22,143.0,,,,,183.0,177.0,00-0021547,TE,2016,0.8769230769230769,36,2003,-1.0,38.152306,0.035,,0.0
168,168,168,169,Shane Vereen,,,RB56,193.0,,,,,166.0,177.5,00-0027994,RB,2016,0.8804347826086957,27,2011,0.348,27.243,0.019,56.0,9.0
169,169,169,170,Robbie Chosen,SF,11.0,WR59,,,,,,134.0,144.7,00-0032688,WR,2016,1.0,23,2016,0.703125,31.8361,0.003,,0.0
170,170,170,171,Carolina Panthers,DST,11.0,DST9,115.0,,,,,,145.7,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
171,171,171,172,Mohamed Sanu Sr.,,,WR60,163.0,,,,,198.0,180.5,00-0029632,WR,2016,0.8375,27,2012,0.76,42.378857,0.042,83.0,6.5
172,172,172,173,Adam Vinatieri,,,K6,126.0,,,,,182.0,147.3,00-0016919,K,2016,1.0,43,1996,-1.0,--,0.019,,0.0
173,173,173,174,Kenny Stills,,,WR61,186.0,,,,,163.0,181.8,00-0030085,WR,2016,1.0,24,2013,0.835625,44.1425,0.048,144.0,3.0
174,174,174,175,Joe Flacco,CLE,9.0,QB21,144.0,,,,,187.0,183.8,00-0026158,QB,2016,0.9147286821705426,31,2008,0.980625,32.234745,0.14300000000000002,18.0,16.2
175,175,175,176,Kendall Wright,,,WR62,191.0,,,,,181.0,186.0,00-0029708,WR,2016,1.0,26,2012,0.42,69.33691,0.012,20.0,15.5
176,176,176,177,Danny Amendola,,,WR63,147.0,,,,,291.0,192.3,00-0026035,WR,2016,0.9586776859504132,30,2008,0.3191666666666666,28.463999,0.01,,0.0
177,177,177,178,Marqise Lee,,,WR64,196.0,,,,,170.0,190.8,00-0031431,WR,2016,1.0,24,2014,0.735625,22.460667,0.01,39.0,11.3
178,178,178,179,Chris Thompson,,,RB57,177.0,,,,,235.0,191.8,00-0030404,RB,2016,0.782608695652174,25,2013,0.4556249999999999,18.364292,0.021,154.0,2.5
179,179,179,180,Kenny Golladay,,,WR65,,,,,,153.0,161.7,00-0033932,WR,2016,--,22,2017,-1.0,--,0.005,96.0,5.5
180,180,180,181,John Ross,,,WR66,,,,,,125.0,162.3,00-0033460,WR,2016,--,20,2017,-1.0,--,0.026000000000000002,9.0,20.6
181,181,181,182,Matt Prater,,,K7,166.0,,,,,206.0,172.3,00-0023853,K,2016,0.8828125,32,2007,-1.0,--,0.023,,0.0
182,182,182,183,Pittsburgh Steelers,DST,9.0,DST10,139.0,,,,,,173.3,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
183,183,183,184,Wil Lutz,DEN,5.0,K8,195.0,,,,,193.0,176.3,00-0032569,K,2016,1.0,22,2016,-1.0,--,0.003,,0.0
184,184,184,185,Jared Cook,,,TE23,148.0,,,,,255.0,206.0,00-0027061,TE,2016,0.8939393939393939,29,2009,0.506,38.462334,0.032,89.0,6.0
185,185,185,186,Charles Sims,,,RB58,197.0,,,,,217.0,206.3,00-0031390,RB,2016,0.7857142857142857,25,2014,0.46,51.579998,0.006,69.0,7.6
186,186,186,187,Jacksonville Jaguars,DST,8.0,DST11,173.0,,,,,,181.3,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
187,187,187,188,Marlon Mack,,,RB59,,,,,,208.0,183.0,00-0033951,RB,2016,--,20,2017,-1.0,--,0.004,143.0,3.0
188,188,188,189,Torrey Smith,,,WR67,178.0,,,,,266.0,209.5,00-0027996,WR,2016,0.9801980198019802,27,2011,0.8166666666666668,33.149925,0.03,58.0,8.7
189,189,189,190,D'Onta Foreman,,,RB60,,,,,,195.0,186.0,00-0033925,RB,2016,--,20,2017,-1.0,--,0.005,89.0,6.0
190,190,190,191,Cairo Santos,CHI,9.0,K9,192.0,,,,,226.0,189.7,00-0031203,K,2016,1.0,24,2014,-1.0,--,0.011000000000000001,,0.0
191,191,191,192,Los Angeles Rams,DST,8.0,DST12,181.0,,,,,,190.0,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
192,192,192,193,Breshad Perriman,,,WR68,,,,,,159.0,192.0,00-0032054,WR,2016,0.6153846153846154,22,2015,0.42625,17.113998,0.015,26.0,13.9
193,193,193,194,Jay Cutler,,,QB22,,,,,,211.0,192.7,00-0024226,QB,2016,0.8507462686567164,33,2006,0.946,25.25692,0.06,11.0,19.3
194,194,194,195,Baltimore Ravens,DST,10.0,DST13,168.0,,,,,,193.0,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
195,195,195,196,Dion Lewis,,,RB61,,,,,,201.0,193.0,00-0028087,RB,2016,0.711864406779661,25,2011,0.3171428571428571,8.458095,0.01,149.0,2.7
196,196,196,197,Philadelphia Eagles,DST,10.0,DST14,182.0,,,,,,194.7,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
197,197,197,198,DeAndre Washington,,,RB62,,,,,,228.0,195.3,00-0032940,RB,2016,1.0,23,2016,0.2514285714285714,36.027695,0.004,143.0,3.0
198,198,198,199,J.J. Nelson,,,WR69,,,,,,167.0,196.3,00-0032112,WR,2016,1.0,24,2015,0.4333333333333333,74.36247,0.004,159.0,2.3
199,199,199,200,James Conner,ARI,8.0,RB63,,,,,,172.0,196.3,00-0033553,RB,2016,--,21,2017,-1.0,--,0.005,105.0,5.0
200,200,200,201,Atlanta Falcons,DST,5.0,DST15,155.0,,,,,,197.0,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
201,201,201,202,Charcandrick West,,,RB64,187.0,,,,,280.0,218.8,00-0030668,RB,2016,1.0,25,2014,-1.0,48.454956,0.009000000000000001,,0.0
202,202,202,203,Sebastian Janikowski,,,K10,172.0,,,,,264.0,198.0,00-0019646,K,2016,1.0,38,2000,0.341875,--,0.018000000000000002,17.0,16.6
203,203,203,204,Sam Bradford,,,QB23,,,,,,202.0,198.0,00-0027854,QB,2016,0.9230769230769231,28,2010,0.9886666666666668,33.355644,0.113,1.0,34.6
204,204,204,205,Dustin Hopkins,CLE,9.0,K11,188.0,,,,,219.0,198.7,00-0030098,K,2016,0.8648648648648649,25,2013,0.3924999999999999,--,0.004,177.0,1.6
205,205,205,206,Malcolm Mitchell,,,WR70,,,,,,168.0,201.0,00-0032400,WR,2016,1.0,24,2016,0.5357142857142857,57.66447,0.005,112.0,4.6
206,206,206,207,C.J. Fiedorowicz,,,TE24,,,,,,251.0,203.7,00-0031302,TE,2016,1.0,24,2014,0.656,32.48924,0.043,65.0,8.0
207,207,207,208,David Njoku,CLE,9.0,TE25,,,,,,169.0,204.0,00-0033885,TE,2016,--,20,2017,-1.0,--,0.013999999999999999,29.0,13.2
208,208,208,209,Brandon LaFell,,,WR71,,,,,,160.0,204.7,00-0027681,WR,2016,1.0,29,2010,0.93,61.17533,0.027000000000000003,78.0,6.9
209,209,209,210,Allen Hurns,,,WR72,,,,,,161.0,205.7,00-0030821,WR,2016,1.0,24,2014,-1.0,39.322723,0.064,,0.0
210,210,210,211,Devin Funchess,,,WR73,,,,,,215.0,207.0,00-0032055,WR,2016,0.9696969696969697,22,2015,0.4699999999999999,21.696539,0.01,41.0,11.0
211,211,211,212,Julian Edelman,,,WR74,,,,,,370.0,212.0,00-0027150,WR,2016,0.9007633587786259,30,2009,0.7875,42.25096,0.033,232.0,0.0
212,212,212,213,Jonathan Williams,,,RB65,,,,,,,171.5,00-0032975,RB,2016,1.0,22,2016,0.1236363636363636,6.9828563,0.004,156.0,2.4
213,213,213,214,Spencer Ware,,,RB66,,,,,,372.0,217.0,00-0030414,RB,2016,0.8,24,2013,0.6157142857142857,58.71363,0.009000000000000001,194.0,1.1
214,214,214,215,Jalen Richard,,,RB67,,,,,,165.0,210.3,00-0033025,RB,2016,1.0,22,2016,0.21375,33.67629,0.003,,0.0
215,215,215,216,Deshaun Watson,CLE,9.0,QB24,,,,,,174.0,210.7,00-0033537,QB,2016,--,20,2017,-1.0,--,0.021,12.0,18.8
216,216,216,217,Joe Williams,,,RB68,,,,,,144.0,174.5,00-0033286,RB,2016,--,22,2017,-1.0,--,0.005,,0.0
217,217,217,218,Robert Woods,PIT,9.0,WR75,,,,,,205.0,211.0,00-0030431,WR,2016,0.7692307692307693,24,2013,0.7184615384615386,46.932693,0.040999999999999995,41.0,11.0
218,218,218,219,Chris Carson,,,RB69,,,,,,207.0,211.7,00-0033594,RB,2016,--,21,2017,-1.0,--,0.004,249.0,0.0
219,219,219,220,Cincinnati Bengals,DST,6.0,DST16,184.0,,,,,,213.7,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
220,220,220,221,T.J. Yeldon,,,RB70,,,,,,171.0,214.7,00-0032209,RB,2016,0.9696969696969697,22,2015,0.5579999999999998,29.463142,0.01,36.0,11.8
221,221,221,222,Cameron Meredith,,,WR76,,,,,,371.0,224.5,00-0031912,WR,2016,1.0,23,2015,-1.0,81.78068,0.004,,0.0
222,222,222,223,Los Angeles Chargers,DST,9.0,DST17,175.0,,,,,,216.3,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
223,223,223,224,Blair Walsh,,,K12,180.0,,,,,247.0,216.3,00-0029576,K,2016,1.0,26,2012,0.3166666666666666,--,0.006999999999999999,175.0,1.7
224,224,224,225,De'Angelo Henderson Sr.,,,RB71,,,,,,179.0,218.0,00-0033581,RB,2016,--,23,2017,-1.0,--,0.004,203.0,0.8
225,225,225,226,ArDarius Stewart,,,WR77,,,,,,158.0,218.3,00-0033916,WR,2016,--,22,2017,-1.0,--,0.005,79.0,6.8
226,226,226,227,Chris Boswell,PIT,9.0,K13,189.0,,,,,239.0,218.3,00-0031136,K,2016,1.0,25,2014,-1.0,--,0.004,,0.0
227,227,227,228,Mike Williams,,,WR78,,,,,,191.0,218.7,00-0033536,WR,2016,--,21,2017,-1.0,--,0.03,7.0,22.2
228,228,228,229,Devontae Booker,,,RB72,,,,,,188.0,225.3,00-0032972,RB,2016,1.0,24,2016,0.461875,42.60029,0.004,136.0,3.3
229,229,229,230,Tavon Austin,,,WR79,,,,,,184.0,225.7,00-0030525,WR,2016,1.0,26,2013,0.7686666666666667,48.516953,0.068,8.0,21.4
230,230,230,231,Graham Gano,NYG,8.0,K14,,,,,,199.0,197.0,00-0026858,K,2016,1.0,29,2009,-1.0,--,0.023,,0.0
231,231,231,232,Jesse James,,,TE26,,,,,,175.0,197.5,00-0032135,TE,2016,1.0,22,2015,0.796875,21.747334,0.004,160.0,2.3
232,232,232,233,Tarik Cohen,,,RB73,,,,,,204.0,226.3,00-0033556,RB,2016,--,21,2017,-1.0,--,--,119.0,4.2
233,233,233,234,William Fuller,V,,WR80,,,,,,200.0,226.7,00-0005639,DE,2016,--,54,1986,-1.0,--,--,21.0,15.2
234,234,234,235,Matt Breida,,,RB74,,,,,,234.0,228.7,00-0033308,RB,2016,--,21,2017,-1.0,--,0.003,,0.0
235,235,235,236,Jaron Brown,,,WR81,,,,,,233.0,229.7,00-0030300,WR,2016,0.8656716417910447,26,2013,-1.0,33.323,0.011000000000000001,,0.0
236,236,236,237,Branden Oliver,,,RB75,,,,,,186.0,230.3,00-0031277,RB,2016,0.4146341463414634,25,2014,-1.0,--,0.005,,0.0
237,237,237,238,Curtis Samuel,BUF,6.0,WR82,,,,,,192.0,230.3,00-0033282,WR,2016,--,20,2017,-1.0,--,0.01,40.0,11.1
238,238,238,239,Charles Clay,,,TE27,,,,,,297.0,234.7,00-0028112,TE,2016,0.6836734693877551,27,2011,0.8853333333333334,54.85029,0.053,174.0,1.7
239,239,239,240,Austin Seferian-Jenkins,,,TE28,,,,,,222.0,230.7,00-0031418,TE,2016,0.6808510638297872,23,2014,0.3144444444444444,9.076944,0.01,38.0,11.4
240,240,240,241,Paul Richardson Jr.,,,WR83,,,,,,262.0,230.7,00-0013688,WR,2016,--,47,1993,-1.0,--,--,,0.0
241,241,241,242,Chris Conley,,,WR84,,,,,,194.0,231.0,00-0032128,WR,2016,1.0,23,2015,0.791875,10.661166,0.005,76.0,7.0
242,242,242,243,Stephen Hauschka,,,K15,,,,,,249.0,207.0,00-0025944,K,2016,0.853448275862069,31,2008,-1.0,--,0.018000000000000002,,0.0
243,243,243,244,Kenyan Drake,,,RB76,,,,,,173.0,207.0,00-0033118,RB,2016,1.0,22,2016,0.11375,14.687436,0.005,73.0,7.3
244,244,244,245,Alex Smith,,,QB25,,,,,,257.0,234.0,00-0023436,QB,2016,1.0,32,2005,0.954,43.807457,0.128,,0.0
245,245,245,246,Kyle Juszczyk,SF,11.0,RB77,,,,,,227.0,234.0,00-0029892,FB,2016,1.0,25,2013,0.41,10.9905,0.031,130.0,3.6
246,246,246,247,Caleb Sturgis,,,K16,194.0,,,,,253.0,236.0,00-0030390,K,2016,1.0,27,2013,0.368125,--,0.006,166.0,2.0
247,247,247,248,Zach Zenner,,,RB78,,,,,,177.0,214.5,00-0031665,RB,2016,0.7272727272727273,24,2015,-1.0,54.43673,0.004,,0.0
248,248,248,249,Dwayne Allen,,,TE29,,,,,,240.0,239.0,00-0029689,TE,2016,0.7352941176470589,26,2012,0.6385714285714286,69.36748,0.047,64.0,8.1
249,249,249,250,Brandon McManus,GB,8.0,K17,,,,,,241.0,217.5,00-0029822,K,2016,1.0,25,2014,-1.0,,0.022000000000000002,,0.0
250,250,250,251,Chris Ivory,,,RB79,,,,,,189.0,218.5,00-0027531,RB,2016,0.8468468468468469,28,2010,-1.0,31.538908,0.040999999999999995,,0.0
251,251,251,252,Jimmy Garoppolo,LAR,8.0,QB26,,,,,,178.0,219.0,00-0031345,QB,2016,1.0,24,2014,0.3216666666666667,92.796715,0.006999999999999999,62.0,8.3
252,252,252,253,Kerwynn Williams,,,RB80,,,,,,203.0,222.5,00-0030117,RB,2016,1.0,25,2013,0.075,31.595835,0.004,230.0,0.0
253,253,253,254,Robert Turbin,,,RB81,,,,,,290.0,245.3,00-0029273,RB,2016,1.0,26,2012,0.2973333333333333,17.978857,0.008,106.0,4.9
254,254,254,255,Vance McDonald,,,TE30,,,,,,324.0,258.3,00-0030470,TE,2016,0.734375,26,2013,0.6118181818181818,28.296555,0.042,55.0,9.1
255,255,255,256,Nelson Agholor,,,WR85,,,,,,277.0,245.3,00-0031549,WR,2016,1.0,23,2015,0.8213333333333332,17.826857,0.016,20.0,15.5
256,256,256,257,Blake Bortles,,,QB27,,,,,,300.0,251.7,00-0031407,QB,2016,1.0,24,2014,0.99875,42.3438,0.039,3.0,27.6
257,257,257,258,Chris Godwin,TB,1.0,WR86,,,,,,210.0,229.0,00-0033921,WR,2016,--,20,2017,-1.0,--,0.005,84.0,6.4
258,258,258,259,Mitchell Trubisky,BUF,6.0,QB28,,,,,,197.0,230.0,00-0033869,QB,2016,--,22,2017,-1.0,--,0.043,2.0,30.2
259,259,259,260,Harrison Butker,KC,10.0,K18,179.0,,,,,,179.0,00-0033303,K,2016,--,21,2017,-1.0,--,0.004,233.0,0.0
260,260,260,261,Dede Westbrook,,,WR87,,,,,,216.0,232.5,00-0033839,WR,2016,--,22,2017,-1.0,--,0.005,110.0,4.7
261,261,261,262,Tyler Higbee,LAR,8.0,TE31,,,,,,209.0,233.0,00-0033110,TE,2016,1.0,23,2016,0.401875,6.155636,0.005,110.0,4.7
262,262,262,263,Brian Hoyer,,,QB29,,,,,,310.0,258.7,00-0026625,QB,2016,0.8738738738738738,30,2009,-1.0,83.33339,0.036000000000000004,,0.0
263,263,263,264,Carlos Henderson,,,WR88,,,,,,185.0,185.0,00-0033919,WR,2016,--,21,2017,-1.0,--,0.005,,0.0
264,264,264,265,Alfred Morris,,,RB82,,,,,,270.0,251.7,00-0029141,RB,2016,1.0,27,2012,0.1392857142857143,7.167436,0.011000000000000001,173.0,1.8
265,265,265,266,Younghoe Koo,ATL,5.0,K19,190.0,,,,,,190.0,00-0033702,K,2016,--,22,2017,-1.0,--,0.003,,0.0
266,266,266,267,Javorius Allen,,,RB83,,,,,,245.0,253.0,00-0031577,RB,2016,1.0,25,2015,0.06125,5.083334,0.005,125.0,3.9
267,267,267,268,Laquon Treadwell,IND,11.0,WR89,,,,,,225.0,238.0,00-0032951,WR,2016,1.0,21,2016,0.1388888888888889,3.125,0.016,23.0,14.6
268,268,268,269,JuJu Smith-Schuster,KC,10.0,WR90,,,,,,232.0,238.0,00-0033857,WR,2016,--,19,2017,-1.0,--,0.006,62.0,8.3
269,269,269,270,Benjamin Watson,,,TE32,,,,,,224.0,239.5,00-0022943,TE,2016,0.7727272727272727,35,2004,-1.0,--,0.006999999999999999,,0.0
270,270,270,271,C.J. Spiller,,,RB84,,,,,,196.0,196.0,00-0027861,RB,2016,0.8431372549019608,29,2010,0.155,17.662998,0.006,9.0,20.6
271,271,271,272,Zach Miller,,,TE33,,,,,,295.0,259.0,00-0027125,TE,2016,0.8356164383561644,31,2009,0.8320000000000001,47.069332,0.019,180.0,1.5
272,272,272,273,DeShone Kizer,,,QB30,,,,,,328.0,264.0,00-0033899,QB,2016,--,20,2017,-1.0,--,0.006999999999999999,52.0,9.4
273,273,273,274,Tampa Bay Buccaneers,DST,1.0,DST18,,,,,,,244.5,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
274,274,274,275,Trevor Siemian,TEN,8.0,QB31,,,,,,274.0,257.7,00-0032156,QB,2016,1.0,24,2015,0.9492857142857142,54.362904,0.004,250.0,0.0
275,275,275,276,Travis Benjamin,,,WR91,,,,,,305.0,264.7,00-0029269,WR,2016,0.8933333333333333,26,2012,0.6057142857142858,60.633846,0.039,100.0,5.3
276,276,276,277,Tim Hightower,,,RB85,,,,,,267.0,245.0,00-0026289,RB,2016,0.8939393939393939,30,2008,0.243125,52.494095,0.006999999999999999,149.0,2.7
277,277,277,278,Jerick McKinnon,,,RB86,,,,,,281.0,245.5,00-0031376,RB,2016,0.717391304347826,24,2014,0.5133333333333333,52.71495,0.005,96.0,5.5
278,278,278,279,Las Vegas Raiders,DST,,DST19,,,,,,,245.5,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
279,279,279,280,Jared Goff,DET,7.0,QB32,,,,,,302.0,256.0,00-0033106,QB,2016,1.0,21,2016,0.94,18.801426,0.045,1.0,34.6
280,280,280,281,Brandon Coleman,,,WR92,,,,,,212.0,212.0,00-0030801,WR,2016,1.0,24,2014,-1.0,16.192692,0.004,,0.0
281,281,281,282,George Kittle,SF,11.0,TE34,,,,,,229.0,248.0,00-0033288,TE,2016,--,22,2017,-1.0,--,0.004,146.0,2.9
282,282,282,283,Kasen Williams,,,WR93,,,,,,213.0,213.0,00-0032250,WR,2016,1.0,23,2015,-1.0,,0.003,,0.0
283,283,283,284,Aaron Jones Sr.,MIN,9.0,RB87,,,,,,231.0,248.5,00-0033293,RB,2016,--,21,2017,-1.0,--,0.004,182.0,1.5
284,284,284,285,Chandler Catanzaro,,,K20,,,,,,318.0,265.5,00-0030896,K,2016,1.0,25,2014,-1.0,--,0.005,,0.0
285,285,285,286,Tyler Boyd,,,WR94,,,,,,236.0,250.0,00-0033009,WR,2016,1.0,21,2016,0.6775,23.17329,0.006999999999999999,55.0,9.1
286,286,286,287,Donnel Pumphrey,,,RB88,,,,,,218.0,218.0,00-0033561,RB,2016,--,21,2017,-1.0,--,0.004,132.0,3.5
287,287,287,288,Marquise Goodwin,,,WR95,,,,,,284.0,251.5,00-0030068,WR,2016,0.8928571428571429,25,2013,0.6493333333333332,37.259396,0.018000000000000002,78.0,6.9
288,288,288,289,Tennessee Titans,DST,8.0,DST20,,,,,,,251.5,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
289,289,289,290,Josh Gordon,,,WR96,,,,,,244.0,251.5,00-0029664,WR,2016,0.8979591836734694,25,2012,-1.0,--,--,1.0,34.6
290,290,290,291,Bruce Ellington,,,WR97,,,,,,220.0,220.0,00-0031326,WR,2016,0.68,25,2014,-1.0,--,0.004,106.0,4.9
291,291,291,292,Chester Rogers,,,WR98,,,,,,221.0,221.0,00-0032355,WR,2016,1.0,22,2016,0.4435714285714285,16.100111,0.003,,0.0
292,292,292,293,Ryan Switzer,,,WR99,,,,,,223.0,223.0,00-0033562,WR,2016,--,21,2017,-1.0,--,0.004,133.0,3.5
293,293,293,294,Orleans Darkwa,,,RB89,,,,,,254.0,263.7,00-0030860,RB,2016,0.8888888888888888,24,2014,-1.0,40.2025,0.006999999999999999,,0.0
294,294,294,295,Geronimo Allison,,,WR100,,,,,,230.0,230.0,00-0032626,WR,2016,1.0,22,2016,0.274,51.711433,0.003,,0.0
295,295,295,296,Jermaine Kearse,,,WR101,,,,,,283.0,257.5,00-0029159,WR,2016,1.0,26,2012,-1.0,14.576667,0.028999999999999998,,0.0
296,296,296,297,Gerald Everett,,,TE35,,,,,,259.0,258.5,00-0033895,TE,2016,--,22,2017,-1.0,--,0.009000000000000001,44.0,10.5
297,297,297,298,Matt Jones,,,RB90,,,,,,288.0,262.0,00-0031939,RB,2016,1.0,23,2015,0.4714285714285714,62.67952,0.004,95.0,5.6
298,298,298,299,Alex Erickson,,,WR102,,,,,,237.0,237.0,00-0032543,WR,2016,1.0,23,2016,0.06875,0.38966662,0.003,,0.0
299,299,299,300,Matt Asiata,,,RB91,,,,,,238.0,238.0,00-0028198,RB,2016,1.0,29,2012,-1.0,22.909626,0.005,,0.0
300,300,300,301,Chris Johnson,,,RB92,,,,,,242.0,242.0,00-0026164,RB,2016,0.8076923076923077,30,2008,0.15,27.249165,0.008,24.0,14.4
301,301,301,302,Josh McCown,,,QB33,,,,,,243.0,243.0,00-0021206,QB,2016,0.8289473684210527,37,2002,0.782,82.696,0.036000000000000004,81.0,6.6
302,302,302,303,Phillip Dorsett II,LV,,WR103,,,,,,294.0,268.5,00-0032208,WR,2016,1.0,23,2015,0.7706666666666668,16.101238,0.013999999999999999,29.0,13.2
303,303,303,304,Nick Folk,NYJ,11.0,K21,,,,,,,246.0,00-0025565,K,2016,0.9181818181818182,31,2007,0.27875,--,0.01,178.0,1.6
304,304,304,305,Jermaine Gresham,,,TE36,,,,,,246.0,246.0,00-0027873,TE,2016,1.0,28,2010,0.7224999999999999,21.321959,0.042,21.0,15.2
305,305,305,306,Wayne Gallman Jr.,,,RB93,,,,,,248.0,248.0,00-0033950,RB,2016,--,21,2017,-1.0,--,0.004,140.0,3.1
306,306,306,307,Andre Roberts,,,WR104,,,,,,250.0,250.0,00-0027691,WR,2016,0.8706896551724138,28,2010,0.25125,15.160769,0.011000000000000001,88.0,6.1
307,307,307,308,Green Bay Packers,DST,8.0,DST21,,,,,,,252.0,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
308,308,308,309,Ryan Mathews,,,RB94,,,,,,252.0,252.0,00-0027864,RB,2016,0.8620689655172413,28,2010,0.3153846153846154,69.995255,0.026000000000000002,12.0,18.8
309,309,309,310,Jeremy Kerley,,,WR105,,,,,,303.0,278.0,00-0028091,WR,2016,1.0,27,2011,0.7675000000000001,51.700626,0.017,153.0,2.6
310,310,310,311,Cordarrelle Patterson,,,RB95,,,,,,256.0,256.0,00-0030578,RB,2016,1.0,25,2013,0.495,30.124668,0.025,29.0,13.2
311,311,311,312,Patrick Mahomes II,KC,10.0,QB34,,,,,,265.0,270.0,00-0033873,QB,2016,--,20,2017,-1.0,--,0.025,10.0,19.9
312,312,312,313,Tajae Sharpe,,,WR106,,,,,,258.0,258.0,00-0032778,WR,2016,1.0,21,2016,0.736875,31.334957,0.004,140.0,3.1
313,313,313,314,Jeremy McNichols,WAS,5.0,RB96,,,,,,,258.0,00-0033955,RB,2016,--,20,2017,-1.0,--,0.004,162.0,2.2
314,314,314,315,Deonte Thompson,,,WR107,,,,,,260.0,260.0,00-0029388,WR,2016,1.0,27,2012,-1.0,51.332775,0.005,,0.0
315,315,315,316,Brandon Tate,,,WR108,,,,,,261.0,261.0,00-0027057,WR,2016,0.9752066115702479,28,2009,0.1493333333333333,5.8455358,0.006,83.0,6.5
316,316,316,317,Braxton Miller,,,WR109,,,,,,263.0,263.0,00-0033069,WR,2016,0.8125,23,2016,0.542,16.337502,0.005,85.0,6.3
317,317,317,318,New York Jets,DST,11.0,DST22,,,,,,,265.0,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
318,318,318,319,Eli Rogers,,,WR110,,,,,,319.0,292.0,00-0031782,WR,2016,1.0,23,2015,-1.0,34.272434,0.004,,0.0
319,319,319,320,Taywan Taylor,,,WR111,,,,,,355.0,310.5,00-0033911,WR,2016,--,21,2017,-1.0,--,0.006,72.0,7.4
320,320,320,321,Erik Swoope,,,TE37,,,,,,268.0,268.0,00-0030854,TE,2016,1.0,24,2014,-1.0,12.515,0.003,,0.0
321,321,321,322,Dwayne Washington,,,RB97,,,,,,331.0,299.5,00-0032450,RB,2016,1.0,22,2016,0.29,3.9921815,0.004,236.0,0.0
322,322,322,323,Markus Wheaton,,,WR112,,,,,,269.0,269.0,00-0030460,WR,2016,0.8955223880597015,25,2013,0.4833333333333334,31.59,0.033,79.0,6.8
323,323,323,324,Vernon Davis,,,TE38,,,,,,315.0,292.0,00-0024221,TE,2016,1.0,32,2006,0.63375,28.623142,0.03,6.0,23.2
324,324,324,325,Buffalo Bills,DST,6.0,DST23,,,,,,,270.0,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
325,325,325,326,Kamar Aiken,,,WR113,,,,,,271.0,271.0,00-0028497,WR,2016,1.0,27,2011,-1.0,11.6865,0.016,,0.0
326,326,326,327,Terrance Williams,,,WR114,,,,,,292.0,281.5,00-0030542,WR,2016,1.0,26,2013,0.7068749999999999,24.65257,0.025,74.0,7.2
327,327,327,328,Daniel Lasco,,,RB98,,,,,,272.0,272.0,00-0032804,RB,2016,1.0,23,2016,0.0457142857142857,0.5200001,0.004,237.0,0.0
328,328,328,329,Miami Dolphins,DST,1.0,DST24,,,,,,,273.0,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
329,329,329,330,Ladarius Green,,,TE39,,,,,,273.0,273.0,00-0029275,TE,2016,0.7108433734939759,26,2012,0.3266666666666666,63.31067,0.032,110.0,4.7
330,330,330,331,Aldrick Rosas,,,K22,,,,,,275.0,275.0,00-0032870,K,2016,--,21,2017,-1.0,--,0.003,,0.0
331,331,331,332,Dallas Cowboys,DST,6.0,DST25,,,,,,,276.0,--,D/ST,2016,--,D/ST,D/ST,-1.0,--,--,,0.0
