Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Rank,Player,Team,Bye,POS,Yahoo,Sleeper,RTSports,AVG,gsis_id,position,season,availability,age,rookie_season,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_games,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers
93,93,93,94,Matt Breida,,,RB36,100.0,,,95.7,00-0033308,RB,2019,0.9166666666666666,24,2017,0.2858333333333333,52.888103,0.016,,0.0,12,0,0.0,0,123,623.0,1,19,120.0,1,1.0,0,0.0,0,59,254.0,0,9,96.0,0,1.0
94,94,94,95,Carson Wentz,,,QB12,88.0,,,99.0,00-0032950,QB,2019,0.953125,26,2016,0.9842857142857142,27.902212,0.17,2.0,30.2,16,388,4039.0,27,62,243.0,1,0,0.0,0,14.0,251,2620.0,16,52,276.0,5,0,0.0,0,19.0
95,95,95,96,Sony Michel,,,RB37,111.0,,,100.3,00-0034845,RB,2019,1.0,24,2018,0.3876923076923076,37.237167,0.013999999999999999,31.0,12.7,16,0,0.0,0,247,912.0,7,12,94.0,0,1.0,0,0.0,0,79,449.0,1,7,114.0,1,0.0
96,96,96,97,San Francisco 49ers,DST,11,DST1,62.0,,,101.3,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
97,97,97,98,Kerryon Johnson,,,RB38,138.0,,,105.7,00-0034349,RB,2019,0.6875,22,2018,0.5275,25.77357,--,43.0,10.6,8,0,0.0,0,113,403.0,3,10,127.0,1,1.0,0,0.0,0,52,181.0,2,19,187.0,1,1.0
98,98,98,99,Diontae Johnson,CLE,9,WR38,108.0,,,106.0,00-0035216,WR,2019,1.0,23,2019,0.6599999999999999,56.449627,0.006,66.0,7.9,16,0,0.0,0,4,41.0,0,59,680.0,5,1.0,0,0.0,0,3,15.0,0,88,923.0,7,0.0
99,99,99,100,Zack Moss ,,,RB39,101.0,,,106.3,00-0036251,RB,2019,--,21,2020,-1.0,--,0.006,86.0,6.2,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,112,481.0,4,14,95.0,1,0.0
100,100,100,101,Hayden Hurst,,,TE11,104.0,,,106.7,00-0034830,TE,2019,1.0,26,2018,0.4221428571428571,14.037957,0.016,25.0,14.1,16,0,0.0,0,0,0.0,0,30,349.0,2,0.0,0,0.0,0,0,0.0,0,56,571.0,6,0.0
101,101,101,102,CeeDee Lamb,DAL,10,WR39,112.0,,,107.3,00-0036358,WR,2019,--,20,2020,-1.0,--,0.018000000000000002,17.0,16.6,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,10,82.0,1,74,935.0,5,1.0
102,102,102,103,Matthew Stafford,LAR,9,QB13,103.0,,,107.7,00-0026498,QB,2019,0.7877094972067039,31,2009,1.0,47.1968,0.162,1.0,34.6,8,187,2499.0,19,20,66.0,0,0,0.0,0,8.0,339,4084.0,26,29,112.0,0,0,0.0,0,11.0
103,103,103,104,Tarik Cohen ,,,RB40,128.0,,,112.0,00-0033556,RB,2019,1.0,24,2017,0.4893333333333334,19.36129,--,119.0,4.2,16,0,0.0,0,64,213.0,0,79,456.0,3,0.0,0,0.0,0,14,74.0,0,6,41.0,0,0.0
104,104,104,105,Pittsburgh Steelers,DST,4,DST2,80.0,,,113.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
105,105,105,106,Darius Slayton,NYG,11,WR40,133.0,,,114.0,00-0035535,WR,2019,1.0,22,2019,0.7561538461538458,107.61188,0.004,171.0,1.9,14,0,0.0,0,0,0.0,0,48,740.0,8,0.0,0,0.0,0,2,-1.0,0,50,751.0,3,1.0
106,106,106,107,Emmanuel Sanders,,,WR41,136.0,,,114.0,00-0027685,WR,2019,0.9760479041916168,32,2010,0.7621428571428571,100.76308,0.04,82.0,6.5,17,1,35.0,1,0,0.0,0,66,869.0,5,0.0,0,0.0,0,1,12.0,0,61,726.0,5,0.0
107,107,107,108,Jamison Crowder,,,WR42,126.0,,,115.3,00-0031941,WR,2019,1.0,26,2015,0.7814285714285714,72.11862,0.05,105.0,5.0,16,0,0.0,0,1,4.0,0,78,833.0,6,0.0,1,43.0,1,1,14.0,0,59,699.0,6,0.0
108,108,108,109,Latavius Murray,,,RB41,142.0,,,116.0,00-0030513,RB,2019,1.0,29,2013,0.4115384615384616,108.114,0.019,181.0,1.5,16,0,0.0,0,146,637.0,5,34,235.0,1,0.0,0,0.0,0,146,656.0,4,23,176.0,1,0.0
109,109,109,110,Baltimore Ravens,DST,7,DST3,75.0,,,116.3,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
110,110,110,111,Tevin Coleman,,,RB42,137.0,,,117.3,00-0032058,RB,2019,1.0,26,2015,0.4409090909090908,87.47604,0.023,73.0,7.3,14,0,0.0,0,137,544.0,6,21,180.0,1,0.0,0,0.0,0,28,53.0,0,4,34.0,0,0.0
111,111,111,112,Austin Hooper,NE,5,TE12,121.0,,,117.7,00-0032392,TE,2019,0.953125,24,2016,0.7884615384615384,45.75436,0.053,81.0,6.6,13,0,0.0,0,0,0.0,0,75,787.0,6,0.0,0,0.0,0,0,0.0,0,46,435.0,4,0.0
112,112,112,113,Noah Fant,CIN,9,TE13,127.0,,,118.0,00-0035644,TE,2019,1.0,21,2019,0.6964285714285714,38.321167,0.017,20.0,15.5,16,0,0.0,0,3,-12.0,0,40,562.0,3,1.0,0,0.0,0,0,0.0,0,62,673.0,3,0.0
113,113,113,114,John Brown,,,WR43,123.0,,,118.3,00-0031051,WR,2019,0.9897959183673469,29,2014,0.91,51.521397,0.048,91.0,5.9,15,1,28.0,1,2,7.0,0,72,1060.0,6,0.0,0,0.0,0,0,0.0,0,33,458.0,3,0.0
114,114,114,115,Christian Kirk,HOU,8,WR44,164.0,,,119.7,00-0034775,WR,2019,0.78125,22,2018,0.9383333333333334,85.65769,0.008,47.0,10.1,13,0,0.0,0,10,93.0,0,67,708.0,3,0.0,0,0.0,0,2,3.0,0,48,621.0,6,0.0
115,115,115,116,Sterling Shepard,TB,13,WR45,135.0,,,119.7,00-0032385,WR,2019,0.921875,26,2016,0.9055555555555556,41.917336,0.054000000000000006,40.0,11.1,10,0,0.0,0,6,72.0,0,57,576.0,3,0.0,0,0.0,0,6,49.0,1,66,656.0,3,0.0
116,116,116,117,Jerry Jeudy,CLE,9,WR46,134.0,,,121.0,00-0036407,WR,2019,--,20,2020,-1.0,--,0.019,15.0,17.4,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,0,0.0,0,52,856.0,3,0.0
117,117,117,118,Alexander Mattison,MIA,7,RB43,139.0,,,122.0,00-0034972,RB,2019,0.8125,21,2019,0.22,14.5042305,0.005,102.0,5.1,13,0,0.0,0,100,462.0,1,10,82.0,0,1.0,0,0.0,0,96,434.0,2,13,125.0,1,0.0
118,118,118,119,Ben Roethlisberger,,,QB14,117.0,,,126.0,00-0022924,QB,2019,0.9213483146067416,37,2004,0.75,22.713799,0.18100000000000002,11.0,19.3,2,35,351.0,0,1,7.0,0,0,0.0,0,1.0,399,3803.0,33,25,11.0,0,0,0.0,0,11.0
119,119,119,120,Antonio Gibson,NE,5,RB44,109.0,,,127.3,00-0036328,RB,2019,--,21,2020,-1.0,--,0.006,66.0,7.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,170,795.0,11,36,247.0,0,2.0
120,120,120,121,Buffalo Bills,DST,11,DST4,93.0,,,128.3,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
121,121,121,122,Henry Ruggs,III,,WR47,141.0,,,128.3,00-0036357,WR,2019,--,20,2020,-1.0,--,0.021,12.0,18.8,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,9,49.0,0,26,452.0,2,2.0
122,122,122,123,Justin Tucker,,,K1,78.0,,,130.0,00-0029597,K,2019,1.0,29,2012,-1.0,--,0.027000000000000003,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
123,123,123,124,Darrell Henderson Jr.,,,RB45,152.0,,,130.0,00-0035664,RB,2019,0.9375,22,2019,0.14,11.453333,0.006,70.0,7.5,7,0,0.0,0,39,147.0,0,4,37.0,0,0.0,0,0.0,0,138,624.0,5,16,155.0,1,0.0
124,124,124,125,Harrison Butker,KC,10,K2,83.0,,,132.3,00-0033303,K,2019,1.0,24,2017,0.444,--,0.022000000000000002,233.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
125,125,125,126,Daniel Jones,IND,7,QB15,144.0,,,132.3,00-0035710,QB,2019,0.875,22,2019,0.9284615384615384,133.8495,0.034,6.0,23.2,13,284,3027.0,24,45,279.0,2,0,0.0,0,22.0,280,2943.0,11,65,423.0,1,0,0.0,0,16.0
126,126,126,127,Chicago Bears,DST,11,DST5,97.0,,,134.0,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
127,127,127,128,Mecole Hardman Jr.,GB,5,WR48,157.0,,,134.3,00-0035140,WR,2019,1.0,21,2019,0.4626666666666666,37.179523,0.006999999999999999,56.0,9.0,15,0,0.0,0,4,17.0,0,26,538.0,6,0.0,0,0.0,0,4,31.0,0,41,560.0,4,1.0
128,128,128,129,Mike Gesicki,CIN,9,TE14,140.0,,,135.7,00-0034829,TE,2019,1.0,23,2018,0.6466666666666667,48.700954,0.009000000000000001,42.0,10.8,15,0,0.0,0,0,0.0,0,51,570.0,5,1.0,0,0.0,0,0,0.0,0,53,703.0,6,0.0
129,129,129,130,Joe Burrow,CIN,9,QB16,122.0,,,137.0,00-0036442,QB,2019,--,22,2020,-1.0,--,0.046,1.0,34.6,--,--,--,--,--,--,--,--,--,--,--,264,2688.0,13,37,142.0,3,0,0.0,0,9.0
130,130,130,131,Justin Jefferson,MIN,7,WR49,166.0,,,138.0,00-0036322,WR,2019,--,20,2020,-1.0,--,0.017,22.0,14.9,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,1,2.0,0,88,1400.0,7,0.0
131,131,131,132,Baker Mayfield,TB,13,QB17,148.0,,,140.3,00-0034855,QB,2019,1.0,24,2018,0.992,44.638702,0.046,1.0,34.6,16,318,3883.0,23,28,141.0,3,0,0.0,0,23.0,305,3563.0,26,54,165.0,1,1,6.0,0,12.0
132,132,132,133,Ke'Shawn Vaughn,SF,11,RB46,125.0,,,111.5,00-0036450,RB,2019,--,22,2020,-1.0,--,0.006,76.0,7.0,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,26,109.0,0,5,34.0,1,1.0
133,133,133,134,Tony Pollard,TEN,4,RB47,167.0,,,142.0,00-0035261,RB,2019,0.9375,22,2019,0.1907692307692307,65.819115,0.004,128.0,3.7,14,0,0.0,0,86,455.0,2,15,107.0,1,1.0,0,0.0,0,101,435.0,4,28,193.0,1,0.0
134,134,134,135,New England Patriots,DST,5,DST6,119.0,,,143.7,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
135,135,135,136,Preston Williams,,,WR50,179.0,,,144.3,00-0035350,WR,2019,0.5,22,2019,0.785,31.971432,--,,0.0,8,0,0.0,0,0,0.0,0,32,428.0,3,1.0,0,0.0,0,0,0.0,0,18,288.0,4,0.0
136,136,136,137,Jalen Reagor,LAC,6,WR51,160.0,,,145.0,00-0036387,WR,2019,--,20,2020,-1.0,--,0.017,21.0,15.2,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,4,26.0,0,31,396.0,1,0.0
137,137,137,138,T.J. Hockenson,MIN,7,TE15,153.0,,,146.0,00-0035229,TE,2019,0.75,22,2019,0.6481818181818183,46.382046,0.026000000000000002,8.0,21.4,12,0,0.0,0,0,0.0,0,32,367.0,2,0.0,0,0.0,0,1,0.0,0,67,723.0,6,1.0
138,138,138,139,Jared Goff,DET,5,QB18,147.0,,,146.0,00-0033106,QB,2019,1.0,24,2016,0.9884615384615384,67.538025,0.17800000000000002,1.0,34.6,16,394,4638.0,22,33,40.0,2,0,0.0,0,21.0,370,3952.0,20,51,99.0,4,0,0.0,0,17.0
139,139,139,140,Cam Newton,,,QB19,114.0,,,174.7,00-0027939,QB,2019,0.912751677852349,30,2011,1.0,17.760796,0.009000000000000001,1.0,34.6,2,50,572.0,0,5,-2.0,0,0,0.0,0,3.0,242,2657.0,8,137,592.0,12,2,35.0,1,11.0
140,140,140,141,DeSean Jackson,,,WR52,161.0,,,146.7,00-0026189,WR,2019,0.8707865168539326,32,2008,0.29,574.60504,0.048,49.0,9.8,2,0,0.0,0,0,0.0,0,9,159.0,2,0.0,0,0.0,0,1,12.0,0,14,236.0,1,0.0
141,141,141,142,Wil Lutz,DEN,5,K3,94.0,,,147.0,00-0032569,K,2019,1.0,25,2016,-1.0,--,0.022000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
142,142,142,143,Chase Edmonds,,,RB48,172.0,,,147.0,00-0034681,RB,2019,0.90625,23,2018,0.2583333333333333,124.095116,0.004,134.0,3.4,10,0,0.0,0,60,303.0,4,12,105.0,1,0.0,0,0.0,0,97,448.0,1,53,402.0,4,0.0
143,143,143,144,Adrian Peterson,,,RB49,174.0,,,148.7,00-0025394,RB,2019,0.8072289156626506,34,2007,0.4941666666666666,28.344286,0.005,7.0,22.2,15,0,0.0,0,211,898.0,5,17,142.0,0,2.0,0,0.0,0,156,604.0,7,12,101.0,0,0.0
144,144,144,145,Sammy Watkins,,,WR53,159.0,,,150.0,00-0031325,WR,2019,0.9183673469387755,26,2014,0.7700000000000001,133.33435,0.045,4.0,25.8,13,0,0.0,0,2,12.0,0,52,673.0,3,1.0,0,0.0,0,1,3.0,0,37,421.0,2,2.0
145,145,145,146,Duke Johnson Jr.,,,RB50,184.0,,,150.3,00-0032257,RB,2019,1.0,25,2015,0.4685714285714286,34.51267,0.028999999999999998,77.0,6.9,16,0,0.0,0,83,410.0,2,44,410.0,3,1.0,0,0.0,0,77,235.0,1,28,249.0,1,2.0
146,146,146,147,Greg Zuerlein,,,K4,102.0,,,151.0,00-0029621,K,2019,0.9848484848484849,31,2012,0.353076923076923,--,0.013000000000000001,171.0,1.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
147,147,147,148,Boston Scott,,,RB51,191.0,,,151.3,00-0034414,RB,2019,1.0,24,2018,0.2177777777777777,142.87125,0.003,201.0,0.8,8,0,0.0,0,61,245.0,5,24,204.0,0,0.0,0,0.0,0,80,374.0,1,25,212.0,1,0.0
148,148,148,149,Minnesota Vikings,DST,7,DST7,120.0,,,151.7,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
149,149,149,150,Anthony Miller,BAL,7,WR54,,,,127.5,00-0034353,WR,2019,1.0,24,2018,0.624,67.48096,0.008,51.0,9.6,16,0,0.0,0,1,-1.0,0,52,656.0,2,1.0,0,0.0,0,2,12.0,0,49,485.0,2,1.0
150,150,150,151,Mike Williams,,,WR55,177.0,,,152.0,00-0033536,WR,2019,0.9791666666666666,24,2017,0.8464285714285715,14.534096,0.03,7.0,22.2,15,0,0.0,0,1,2.0,0,49,1001.0,2,0.0,0,0.0,0,1,1.0,0,48,756.0,5,0.0
151,151,151,152,Damien Harris,,,RB52,162.0,,,171.0,00-0035657,RB,2019,0.25,22,2019,0.03,,0.005,87.0,6.2,1,0,0.0,0,4,12.0,0,0,0.0,0,0.0,0,0.0,0,137,691.0,2,5,52.0,0,0.0
152,152,152,153,A.J. Dillon,PHI,9,RB53,173.0,,,156.0,00-0036265,RB,2019,--,21,2020,-1.0,--,0.006999999999999999,62.0,8.3,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,46,242.0,2,2,21.0,0,0.0
153,153,153,154,Golden Tate,,,WR56,,,,136.0,00-0027891,WR,2019,0.9696969696969697,31,2010,0.86,42.748547,0.05,60.0,8.5,11,0,0.0,0,1,16.0,0,49,676.0,6,1.0,1,18.0,0,0,0.0,0,35,388.0,2,0.0
154,154,154,155,New Orleans Saints,DST,6,DST8,110.0,,,157.7,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
155,155,155,156,Ryan Tannehill,,,QB20,175.0,,,158.0,00-0029701,QB,2019,0.8787878787878788,31,2012,0.843,84.24106,0.149,8.0,21.4,12,201,2742.0,22,43,185.0,4,0,0.0,0,9.0,315,3819.0,34,43,266.0,7,1,0.0,0,8.0
156,156,156,157,Ryquell Armstead ,,,RB54,158.0,,,161.0,00-0035268,RB,2019,1.0,22,2019,0.1413333333333333,37.404175,0.004,140.0,3.1,14,0,0.0,0,35,108.0,0,14,144.0,2,0.0,--,--,--,--,--,--,--,--,--,--
157,157,157,158,Jonnu Smith,PIT,4,TE16,190.0,,,160.3,00-0033858,TE,2019,0.9375,24,2017,0.6914285714285715,39.610287,0.005,100.0,5.3,15,0,0.0,0,4,78.0,0,35,439.0,3,0.0,0,0.0,0,2,4.0,1,41,448.0,8,0.0
158,158,158,159,Jimmy Garoppolo,LAR,9,QB21,132.0,,,140.5,00-0031345,QB,2019,0.8673469387755102,27,2014,0.9907692307692308,59.004467,0.155,62.0,8.3,16,329,3978.0,27,46,62.0,1,0,0.0,0,18.0,94,1096.0,7,10,25.0,0,0,0.0,0,5.0
159,159,159,160,Kansas City Chiefs,DST,10,DST9,115.0,,,163.3,--,D/ST,2019,--,D/ST,D/ST,-1.0,--,--,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
160,160,160,161,Drew Lock,SEA,6,QB22,154.0,,,163.7,00-0035704,QB,2019,0.3125,22,2019,1.0,39.501602,0.009000000000000001,42.0,10.8,5,100,1020.0,7,18,72.0,0,0,0.0,0,4.0,254,2933.0,16,44,160.0,3,0,0.0,0,18.0
161,161,161,162,Philip Rivers,,,QB23,156.0,,,164.3,00-0022942,QB,2019,1.0,37,2004,0.9713333333333334,34.7636,0.126,4.0,25.8,16,390,4615.0,23,12,29.0,0,0,0.0,0,23.0,369,4169.0,24,18,-8.0,0,0,0.0,0,12.0
162,162,162,163,Derrius Guice,,,RB55,91.0,,,243.5,00-0034358,RB,2019,0.15625,22,2018,0.3349999999999999,97.11701,0.006,59.0,8.6,5,0,0.0,0,42,245.0,2,7,79.0,1,0.0,--,--,--,--,--,--,--,--,--,--
163,163,163,164,Robbie Chosen,SF,11,WR57,,,,148.5,00-0032688,WR,2019,1.0,26,2016,0.9135714285714286,56.18396,0.05,,0.0,16,0,0.0,0,1,4.0,0,52,779.0,5,0.0,0,0.0,0,4,15.0,0,95,1096.0,3,1.0
164,164,164,165,Allen Lazard,NYJ,10,WR58,187.0,,,167.0,00-0034521,WR,2019,1.0,23,2018,0.4178571428571428,32.482723,0.003,,0.0,11,0,0.0,0,1,21.0,0,35,477.0,3,0.0,0,0.0,0,2,17.0,0,33,451.0,3,0.0
165,165,165,166,Gardner Minshew II,KC,10,QB24,155.0,,,167.0,00-0035289,QB,2019,1.0,23,2019,0.9578571428571429,33.278793,0.004,178.0,1.6,14,285,3271.0,21,67,344.0,0,0,0.0,0,13.0,216,2259.0,16,29,153.0,1,1,0.0,0,9.0
166,166,166,167,Chris Thompson,,,RB56,170.0,,,183.3,00-0030404,RB,2019,0.776595744680851,28,2013,0.4744444444444445,19.01891,0.006999999999999999,154.0,2.5,11,0,0.0,0,37,138.0,0,42,378.0,0,0.0,0,0.0,0,7,20.0,0,20,146.0,1,0.0
167,167,167,168,Robbie Gould,,,K5,116.0,,,167.3,00-0023252,K,2019,0.9028571428571428,36,2005,-1.0,--,0.018000000000000002,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
168,168,168,169,Nyheim Miller-Hines,LAC,6,RB57,,,,151.5,00-0034367,RB,2019,1.0,22,2018,0.3,12.7716255,--,104.0,5.0,16,0,0.0,0,52,199.0,2,44,320.0,0,1.0,0,0.0,0,89,380.0,3,63,482.0,4,0.0
169,169,169,170,Justin Jackson,,,RB58,198.0,,,168.7,00-0034440,RB,2019,0.6896551724137931,23,2018,0.1999999999999999,7.002857,0.004,251.0,0.0,7,0,0.0,0,29,200.0,0,9,22.0,0,0.0,0,0.0,0,59,270.0,0,19,173.0,0,0.0
170,170,170,171,Blake Jarwin ,,,TE17,181.0,,,169.0,00-0033658,TE,2019,1.0,25,2017,0.3849999999999999,14.654285,0.027999999999999997,,0.0,15,0,0.0,0,0,0.0,0,31,365.0,3,0.0,0,0.0,0,0,0.0,0,1,12.0,0,0.0
171,171,171,172,Darrel Williams,,,RB59,165.0,,,170.3,00-0034301,RB,2019,0.875,24,2018,0.2474999999999999,45.715004,0.003,,0.0,9,0,0.0,0,41,141.0,3,15,167.0,1,1.0,0,0.0,0,39,169.0,1,18,116.0,0,0.0
172,172,172,173,N'Keal Harry,,,WR59,,,,156.5,00-0035624,TE,2019,0.4375,21,2019,0.52,14.675714,0.013000000000000001,32.0,12.5,7,0,0.0,0,5,49.0,0,12,105.0,2,0.0,0,0.0,0,2,0.0,0,33,309.0,2,0.0
173,173,173,174,Larry Fitzgerald,,,WR60,150.0,,,172.3,00-0022921,WR,2019,1.0,36,2004,0.8406666666666666,32.087955,0.057999999999999996,3.0,27.6,16,0,0.0,0,0,0.0,0,73,835.0,4,1.0,0,0.0,0,0,0.0,0,54,409.0,1,0.0
174,174,174,175,Eric Ebron,,,TE18,169.0,,,158.5,00-0031387,TE,2019,0.9489795918367347,26,2014,0.4245454545454545,21.818548,0.03,10.0,19.9,11,0,0.0,0,0,0.0,0,31,375.0,3,0.0,0,0.0,0,0,0.0,0,56,558.0,5,1.0
175,175,175,176,Matt Prater,,,K6,124.0,,,180.7,00-0023853,K,2019,0.9147727272727273,35,2007,-1.0,--,0.023,,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
176,176,176,177,Michael Pittman Jr.,IND,7,WR61,189.0,,,173.3,00-0036252,WR,2019,--,21,2020,-1.0,--,0.011000000000000001,34.0,12.1,--,--,--,--,--,--,--,--,--,--,--,0,0.0,0,3,26.0,0,40,503.0,1,0.0
177,177,177,178,Parris Campbell ,,,WR62,180.0,,,173.7,00-0035639,WR,2019,0.4375,22,2019,0.3933333333333333,18.192858,0.006,59.0,8.6,7,0,0.0,0,4,34.0,0,18,127.0,1,1.0,0,0.0,0,2,16.0,0,6,71.0,0,0.0
178,178,178,179,Kirk Cousins,ATL,10,QB25,176.0,,,161.0,00-0029604,QB,2019,1.0,31,2012,0.9921428571428572,48.343056,0.166,102.0,5.1,15,307,3603.0,26,31,63.0,1,0,0.0,0,9.0,349,4265.0,35,32,156.0,1,0,0.0,0,18.0
179,179,179,180,Teddy Bridgewater,TB,13,QB26,149.0,,,161.0,00-0031237,QB,2019,0.7551020408163265,26,2014,0.6644444444444445,96.825516,0.106,32.0,12.5,9,133,1384.0,9,28,31.0,0,0,0.0,0,2.0,340,3733.0,15,53,279.0,5,0,0.0,0,14.0
180,180,180,181,Alshon Jeffery,,,WR63,,,,123.0,00-0029137,WR,2019,0.8396946564885496,29,2012,0.7655555555555557,87.33695,0.078,45.0,10.4,9,0,0.0,0,1,2.0,1,43,490.0,4,0.0,0,0.0,0,0,0.0,0,6,115.0,1,0.0
181,181,181,182,Dallas Goedert,PHI,9,TE19,,,,127.0,00-0034351,TE,2019,1.0,24,2018,0.6953846153846155,32.574097,0.008,49.0,9.8,15,0,0.0,0,0,0.0,0,58,607.0,5,2.0,0,0.0,0,0,0.0,0,46,524.0,3,0.0
182,182,182,183,Hunter Renfrow,CAR,13,WR64,163.0,,,164.5,00-0034983,WR,2019,0.8125,23,2019,0.5238461538461539,58.59731,0.004,149.0,2.7,13,0,0.0,0,0,0.0,0,49,605.0,4,0.0,0,0.0,0,0,0.0,0,56,656.0,2,1.0
183,183,183,184,Jimmy Graham,,,TE20,129.0,,,199.5,00-0027696,TE,2019,0.9192546583850931,32,2010,0.5828571428571429,30.207293,0.04,95.0,5.6,16,0,0.0,0,0,0.0,0,38,447.0,3,0.0,0,0.0,0,0,0.0,0,50,456.0,8,0.0
184,184,184,185,Derek Carr,,,QB27,131.0,,,165.5,00-0031280,QB,2019,1.0,28,2014,0.974,29.788208,0.15,36.0,11.8,16,361,4054.0,21,27,82.0,2,0,0.0,0,10.0,348,4103.0,27,39,140.0,3,0,0.0,0,17.0
185,185,185,186,Kyle Rudolph,,,TE21,130.0,,,169.0,00-0027981,TE,2019,0.9041095890410958,29,2011,0.7746666666666666,44.867428,0.048,43.0,10.6,15,0,0.0,0,0,0.0,0,39,367.0,6,0.0,0,0.0,0,0,0.0,0,28,334.0,1,1.0
186,186,186,187,Greg Olsen,,,TE22,143.0,,,167.5,00-0025418,TE,2019,0.9234972677595629,34,2007,0.8316666666666667,49.220936,0.035,31.0,12.7,14,0,0.0,0,0,0.0,0,52,597.0,2,0.0,0,0.0,0,0,0.0,0,24,239.0,1,0.0
187,187,187,188,LeSean McCoy,,,RB60,151.0,,,168.5,00-0027029,RB,2019,0.9890710382513661,31,2009,0.3491666666666667,41.570255,0.005,53.0,9.3,13,0,0.0,0,101,465.0,4,28,181.0,1,2.0,0,0.0,0,10,31.0,0,15,101.0,0,0.0
188,188,188,189,Breshad Perriman,,,WR65,200.0,,,170.5,00-0032054,WR,2019,0.8260869565217391,25,2015,0.6276923076923077,110.82247,0.033,26.0,13.9,14,0,0.0,0,2,16.0,0,36,645.0,6,0.0,0,0.0,0,1,6.0,0,30,505.0,3,0.0
189,189,189,190,Chris Herndon,IV,,TE23,,,,171.0,00-0034766,TE,2019,0.5625,23,2018,0.28,,0.004,107.0,4.8,1,0,0.0,0,0,0.0,0,1,7.0,0,0.0,0,0.0,0,0,0.0,0,31,287.0,3,2.0
190,190,190,191,Curtis Samuel,BUF,11,WR66,194.0,,,172.0,00-0033282,WR,2019,0.875,23,2017,0.8514285714285715,35.768955,0.01,40.0,11.1,16,0,0.0,0,19,130.0,1,54,627.0,6,0.0,0,0.0,0,41,200.0,2,77,851.0,3,0.0
191,191,191,192,Jack Doyle,,,TE24,,,,144.0,00-0030181,TE,2019,0.9565217391304348,29,2013,0.7393333333333333,23.831238,0.038,,0.0,15,0,0.0,0,0,0.0,0,43,448.0,4,0.0,0,0.0,0,0,0.0,0,23,251.0,3,1.0
192,192,192,193,Carlos Hyde,,,RB61,183.0,,,206.7,00-0031045,RB,2019,0.851063829787234,28,2014,0.4957142857142856,20.842,0.013999999999999999,57.0,8.9,16,0,0.0,0,245,1070.0,6,10,42.0,0,2.0,0,0.0,0,81,356.0,4,16,93.0,0,0.0
193,193,193,194,Tua Tagovailoa,MIA,7,QB28,145.0,,,225.5,00-0036212,QB,2019,--,21,2020,-1.0,--,0.038,5.0,24.3,--,--,--,--,--,--,--,--,--,--,--,186,1814.0,11,36,109.0,3,0,0.0,0,6.0
