Rank,Player,Team,AVG,gsis_id,position,season,availability,age,snap_share,fan_pts_var,apy_cap_pct,draft_pick,pick_value,prev_year_completions,prev_year_passing_yards,prev_year_passing_tds,prev_year_carries,prev_year_rushing_yards,prev_year_rushing_tds,prev_year_receptions,prev_year_receiving_yards,prev_year_receiving_tds,prev_year_turnovers,obj_completions,obj_passing_yards,obj_passing_tds,obj_carries,obj_rushing_yards,obj_rushing_tds,obj_receptions,obj_receiving_yards,obj_receiving_tds,obj_turnovers,yac_pr,player_id_x,games_played,total_player_yards,avg_player_yards,avg_def_difficulty,avg_exploitation,player_id_y,redzone_touches,redzone_yards,redzone_tds,targets,recepciones,rec_yards,rec_ypg,rec_20plus,rec_td,attempts,rush_yards,rush_ypg,rush_td,fumbles_perdidos,total_touchdowns,partidos,targets_totales,targets_por_partido,targets_por_partido_equipo,posicion,equipo,target_share_pct
10,Stefon Diggs,NE,10.0,00-0031588,WR,2022,1.0,28,0.76875,101.645164,0.115,146.0,2.9,0,0.0,0,1,-3.0,0,108,1429.0,11,0.0,0,0.0,0,1,5.0,0,107,1183.0,8,1.0,3.8796296296296298,00-0031588,18,1578.0,87.666664,4.288595,20.435183,00-0031588,26,182.0,7.0,154,108,1429,89.3125,17,11,1,-3,-0.1875,0,0,11,16,154,9.6,34.5,WR,BUF,27.9
11,CeeDee Lamb,DAL,12.0,00-0036358,WR,2022,0.98,23,0.8752941176470589,75.04758,0.018000000000000002,17.0,16.6,0,0.0,0,10,47.0,0,107,1359.0,9,0.0,0,0.0,0,14,113.0,2,135,1749.0,12,1.0,4.616822429906542,00-0036358,19,1544.0,81.26316,3.5852501,23.37668,00-0036358,18,246.0,6.0,156,107,1359,79.94117647058823,24,9,10,47,2.764705882352941,0,0,9,17,156,9.2,32.1,WR,DAL,28.6
12,A.J. Brown,PHI,13.3,00-0035676,WR,2022,0.9104477611940298,25,0.8488235294117646,87.171906,0.12,51.0,9.6,0,0.0,0,0,0.0,0,88,1496.0,11,2.0,0,0.0,0,0,0.0,0,106,1456.0,7,2.0,6.2727272727272725,00-0035676,20,1642.0,82.1,3.818581,21.551746,00-0035676,16,164.0,4.0,145,88,1496,88.0,23,11,0,0,0.0,0,2,11,17,145,8.5,29.8,WR,PHI,28.7
15,Cooper Kupp,SEA,15.3,00-0033908,WR,2022,0.8571428571428571,29,0.95,83.969444,0.128,69.0,7.6,0,0.0,0,9,52.0,1,75,812.0,6,1.0,0,0.0,0,1,-3.0,0,59,737.0,5,0.0,5.506666666666667,00-0033908,9,812.0,90.22222,4.0264263,23.539774,00-0033908,11,112.0,4.0,98,75,812,90.22222222222224,11,6,9,52,5.777777777777778,1,1,7,9,98,10.9,30.4,WR,LA,19.0
18,Davante Adams,LAR,17.0,00-0031381,WR,2022,0.9527027027027027,29,0.946470588235294,145.22867,0.134,53.0,9.3,0,0.0,0,3,-1.0,0,100,1516.0,14,0.0,0,0.0,0,0,0.0,0,103,1144.0,8,0.0,4.93,00-0031381,17,1516.0,89.17647,3.9991634,22.04464,00-0031381,23,78.0,4.0,181,100,1516,89.17647058823529,24,14,3,-1,-0.0588235294117647,0,0,14,17,181,10.6,33.0,WR,LV,32.3
19,Garrett Wilson,NYJ,18.0,00-0037740,WR,2022,1.0,22,0.7988235294117647,73.40735,0.025,10.0,19.9,0,0.0,0,4,4.0,0,83,1103.0,4,1.0,0,0.0,0,4,0.0,0,95,1042.0,3,2.0,4.626506024096385,00-0037740,17,1103.0,64.882355,3.7253144,16.729076,00-0037740,19,70.0,3.0,147,83,1103,64.88235294117646,13,4,4,4,0.2352941176470588,0,1,4,17,147,8.6,34.6,WR,NYJ,25.0
20,Amon-Ra St. Brown,DET,18.0,00-0036963,WR,2022,0.9705882352941176,22,0.775625,101.630005,0.006,112.0,4.6,0,0.0,0,9,95.0,0,106,1161.0,6,0.0,0,0.0,0,4,24.0,0,119,1515.0,10,1.0,5.009433962264151,00-0036963,16,1161.0,72.5625,4.0050764,18.69382,00-0036963,22,196.0,6.0,146,106,1161,72.5625,11,6,9,95,5.9375,0,0,6,16,146,9.1,33.2,WR,DET,25.9
23,Jaylen Waddle,MIA,23.3,00-0036613,WR,2022,0.9705882352941176,23,0.7382352941176471,98.75264,0.037000000000000005,6.0,23.2,0,0.0,0,3,26.0,0,75,1356.0,8,1.0,0,0.0,0,3,12.0,0,72,1014.0,4,0.0,6.8,00-0036613,18,1400.0,77.77778,4.736712,16.205296,00-0036613,10,72.0,4.0,118,75,1356,79.76470588235294,21,8,3,26,1.5294117647058822,0,1,8,17,118,6.9,33.2,WR,MIA,20.9
24,Chris Olave,NO,25.0,00-0037239,WR,2022,0.8823529411764706,22,0.6599999999999999,24.524097,0.023,11.0,19.3,0,0.0,0,0,0.0,0,72,1042.0,4,2.0,0,0.0,0,0,0.0,0,87,1123.0,5,0.0,2.9166666666666665,00-0037239,15,1042.0,69.46667,4.1989446,16.385485,00-0037239,12,126.0,2.0,120,72,1042,69.46666666666667,13,4,0,0,0.0,0,2,4,15,120,8.0,29.1,WR,NO,24.2
26,DeVonta Smith,PHI,26.0,00-0036912,WR,2022,1.0,23,0.9170588235294116,72.55691,0.027999999999999997,10.0,19.9,0,0.0,0,0,0.0,0,95,1196.0,7,1.0,0,0.0,0,0,0.0,0,81,1066.0,7,1.0,5.010526315789473,00-0036912,20,1393.0,69.65,3.818581,18.45486,00-0036912,18,174.0,6.0,137,95,1210,71.17647058823529,18,7,0,0,0.0,0,1,7,17,137,8.1,29.8,WR,PHI,27.1
30,Tee Higgins,CIN,30.7,00-0036410,WR,2022,0.94,23,0.6968749999999999,56.701813,0.011000000000000001,33.0,12.3,0,0.0,0,0,0.0,0,74,1029.0,7,0.0,0,0.0,0,0,0.0,0,42,656.0,5,0.0,3.864864864864865,00-0036410,17,1177.0,69.23529,4.3802032,15.469857,00-0036410,16,126.0,4.0,110,74,1029,73.5,14,7,0,0,0.0,0,0,7,14,110,7.9,37.4,WR,CIN,18.4
35,DK Metcalf,PIT,35.3,00-0035640,WR,2022,1.0,24,0.8247058823529412,50.440075,0.115,64.0,8.1,0,0.0,0,0,0.0,0,90,1048.0,6,2.0,0,0.0,0,0,0.0,0,66,1114.0,8,0.0,2.4,00-0035640,18,1184.0,65.77778,4.197558,15.1003685,00-0035640,32,144.0,6.0,142,90,1048,61.64705882352941,11,6,0,0,0.0,0,2,6,17,142,8.4,32.6,WR,SEA,25.6
38,Deebo Samuel Sr.,WAS,38.0,00-0035719,WR,2022,0.7727272727272727,26,0.7576923076923077,31.232695,0.115,36.0,11.8,0,0.0,0,42,232.0,3,56,632.0,2,2.0,0,0.0,0,37,225.0,5,60,892.0,7,0.0,8.803571428571429,00-0035719,16,843.0,52.6875,3.76556,13.477215,00-0035719,14,92.0,1.0,94,56,632,48.61538461538461,7,2,42,232,17.846153846153847,3,2,5,13,94,7.2,29.6,WR,SF,18.7
39,Amari Cooper,,40.7,00-0031544,WR,2022,0.9846153846153847,28,0.8323529411764706,76.14471,0.10099999999999999,4.0,25.8,0,0.0,0,0,0.0,0,78,1160.0,9,1.0,0,0.0,0,0,0.0,0,72,1250.0,5,1.0,3.8333333333333335,00-0031544,17,1160.0,68.23529,3.391764,20.47112,00-0031544,19,132.0,6.0,133,78,1160,68.23529411764706,18,9,0,0,0.0,0,0,9,17,133,7.8,29.9,WR,CLE,26.1
43,Keenan Allen,LAC,43.3,00-0030279,WR,2022,0.7884615384615384,30,0.7369999999999999,56.202225,0.10099999999999999,76.0,7.0,0,0.0,0,1,8.0,0,66,752.0,4,1.0,1,49.0,1,2,6.0,0,108,1243.0,7,1.0,3.893939393939394,00-0030279,11,813.0,73.90909,4.303882,17.219316,00-0030279,20,144.0,3.0,89,66,752,75.2,7,4,1,8,0.8,0,1,4,10,89,8.9,40.5,WR,LAC,12.9
51,DJ Moore,CHI,50.7,00-0034827,WR,2022,0.975609756097561,25,0.9647058823529412,71.468605,0.099,24.0,14.4,0,0.0,0,10,53.0,0,63,888.0,7,0.0,0,0.0,0,4,21.0,1,96,1364.0,8,1.0,2.9523809523809526,00-0034827,17,888.0,52.235294,3.3929226,14.715223,00-0034827,11,112.0,5.0,118,63,892,52.47058823529412,17,7,10,53,3.117647058823529,0,0,7,17,118,6.9,25.2,WR,CAR,27.6
55,DeAndre Hopkins,BAL,56.0,00-0030564,WR,2022,0.9090909090909091,30,0.8811111111111111,74.49778,0.057999999999999996,27.0,13.6,0,0.0,0,0,0.0,0,64,717.0,3,1.0,0,0.0,0,2,9.0,0,75,1057.0,7,0.0,2.578125,00-0030564,9,717.0,79.666664,3.4534636,22.202818,00-0030564,8,36.0,1.0,98,64,717,79.66666666666667,8,3,0,0,0.0,0,1,3,9,98,10.9,37.7,WR,ARI,15.3
56,Terry McLaurin,WAS,57.0,00-0035659,WR,2022,0.9545454545454546,26,0.8947058823529411,29.580956,0.111,76.0,7.0,0,0.0,0,7,29.0,0,77,1191.0,5,0.0,0,0.0,0,0,0.0,0,79,1002.0,4,0.0,4.961038961038961,00-0035659,17,1191.0,70.05882,3.3443418,21.82685,00-0035659,14,160.0,3.0,120,77,1191,70.05882352941177,16,5,7,29,1.7058823529411764,0,0,5,17,120,7.1,31.5,WR,WAS,22.4
58,Drake London,ATL,60.3,00-0037238,WR,2022,1.0,21,0.7811764705882354,36.51059,0.026000000000000002,8.0,21.4,0,0.0,0,0,0.0,0,72,866.0,4,3.0,1,22.0,0,0,0.0,0,69,905.0,2,0.0,3.111111111111111,00-0037238,17,866.0,50.941177,2.9381301,18.061447,00-0037238,17,118.0,4.0,118,72,866,50.94117647058823,10,4,0,0,0.0,0,3,4,17,118,6.9,23.6,WR,ATL,29.4
60,Christian Watson,GB,61.7,00-0038124,WR,2022,0.8235294117647058,23,0.5742857142857142,97.22028,0.011000000000000001,34.0,12.1,0,0.0,0,7,80.0,2,41,611.0,7,0.0,0,0.0,0,4,11.0,0,28,422.0,5,0.0,6.439024390243903,00-0038124,14,611.0,43.642857,3.7249763,11.38134,00-0038124,14,110.0,4.0,66,41,611,43.642857142857146,8,7,7,80,5.714285714285714,2,0,9,14,66,4.7,31.9,WR,GB,12.2
61,Tyler Lockett,TEN,63.0,00-0032211,WR,2022,0.9770992366412213,29,0.7975000000000001,47.727955,0.095,69.0,7.6,0,0.0,0,0,0.0,0,84,1033.0,9,1.0,0,0.0,0,0,0.0,0,79,894.0,5,0.0,3.238095238095238,00-0032211,17,1072.0,63.058823,4.271226,14.358607,00-0032211,10,88.0,2.0,117,84,1033,64.5625,14,9,0,0,0.0,0,2,9,16,117,7.3,32.6,WR,SEA,21.1
65,Brandon Aiyuk,SF,64.3,00-0036261,WR,2022,0.92,24,0.91,42.420002,0.016,25.0,14.1,0,0.0,0,2,23.0,0,78,1015.0,8,1.0,0,0.0,0,0,0.0,0,75,1342.0,7,1.0,4.8076923076923075,00-0036261,20,1124.0,56.2,3.9242492,14.360417,00-0036261,17,150.0,6.0,114,78,1015,59.70588235294117,17,8,2,23,1.3529411764705883,0,1,8,17,114,6.7,29.6,WR,SF,22.6
67,Chris Godwin,TB,65.7,00-0033921,WR,2022,0.8877551020408163,26,0.8026666666666668,33.66838,0.096,84.0,6.4,0,0.0,0,3,5.0,0,104,1023.0,3,2.0,0,0.0,0,4,38.0,1,83,1024.0,2,0.0,4.9423076923076925,00-0033921,16,1108.0,69.25,4.1908307,16.96363,00-0033921,20,152.0,3.0,145,104,1019,67.93333333333334,10,3,3,5,0.3333333333333333,0,2,3,15,145,9.7,42.9,WR,TB,19.9
69,Mike Williams ,,67.7,00-0033536,WR,2022,0.9285714285714286,27,0.7553846153846153,70.57359,0.096,7.0,22.2,0,0.0,0,0,0.0,0,63,895.0,4,0.0,0,0.0,0,1,3.0,0,19,249.0,1,0.0,5.142857142857143,00-0033536,13,895.0,68.84615,4.2939243,16.292448,00-0033536,14,166.0,4.0,93,63,895,68.84615384615384,11,4,0,0,0.0,0,0,4,13,93,7.2,40.5,WR,LAC,13.5
74,Christian Kirk,HU,75.0,00-0034775,WR,2022,0.8902439024390244,25,0.8847058823529413,66.83264,0.086,47.0,10.1,0,0.0,0,5,11.0,0,84,1108.0,8,0.0,1,-1.0,0,1,6.0,0,57,787.0,3,2.0,4.416666666666667,00-0034775,19,1238.0,65.1579,3.8901796,16.78984,00-0034775,26,234.0,9.0,134,84,1102,64.82352941176471,18,8,5,11,0.6470588235294118,0,1,8,17,134,7.9,34.1,WR,JAX,23.1
75,Diontae Johnson,CLE,75.7,00-0035216,WR,2022,0.9701492537313433,26,0.8976470588235294,15.843455,0.08800000000000001,66.0,7.9,0,0.0,0,7,25.0,0,86,882.0,0,0.0,0,0.0,0,0,0.0,0,51,717.0,5,0.0,2.744186046511628,00-0035216,17,882.0,51.882355,3.3549678,16.032455,00-0035216,20,96.0,0.0,149,86,882,51.88235294117647,7,0,7,25,1.4705882352941178,0,0,0,17,149,8.8,32.4,WR,PIT,27.0
77,George Pickens,DAL,78.7,00-0037247,WR,2022,1.0,21,0.76,40.87434,0.008,52.0,9.4,0,0.0,0,3,24.0,1,52,801.0,4,0.0,0,0.0,0,3,18.0,0,63,1140.0,5,0.0,2.0,00-0037247,17,801.0,47.117645,3.3549678,13.813886,00-0037247,8,42.0,2.0,85,52,801,47.11764705882353,17,4,3,24,1.411764705882353,1,0,5,17,85,5.0,32.4,WR,PIT,15.4
78,Jerry Jeudy,CLE,78.7,00-0036407,WR,2022,0.8235294117647058,23,0.7146666666666667,77.388374,0.019,15.0,17.4,0,0.0,0,4,40.0,0,67,972.0,6,0.0,0,0.0,0,0,0.0,0,54,758.0,2,0.0,5.91044776119403,00-0036407,15,972.0,64.8,3.8347816,16.715424,00-0036407,11,118.0,5.0,100,67,972,64.8,14,6,4,40,2.6666666666666665,0,0,6,15,100,6.7,31.9,WR,DEN,18.5
79,Mike Evans,TB,80.3,00-0031408,WR,2022,0.9594594594594594,29,0.8446666666666667,128.79495,0.09300000000000001,7.0,22.2,0,0.0,0,0,0.0,0,77,1124.0,6,0.0,0,0.0,0,0,0.0,0,79,1255.0,13,0.0,2.8051948051948052,00-0031408,16,1198.0,74.875,4.2219152,17.00015,00-0031408,16,80.0,3.0,128,77,1124,74.93333333333334,19,6,0,0,0.0,0,0,6,15,128,8.5,42.9,WR,TB,17.5
80,Michael Pittman Jr.,IND,80.3,00-0036252,WR,2022,0.92,24,0.96625,46.747627,0.011000000000000001,34.0,12.1,0,0.0,0,3,30.0,0,99,925.0,4,1.0,0,0.0,0,0,0.0,0,109,1152.0,4,0.0,3.474747474747475,00-0036252,16,925.0,57.8125,3.4524205,16.805964,00-0036252,15,116.0,4.0,142,99,925,57.8125,8,4,3,30,1.875,0,1,4,16,142,8.9,34.3,WR,IND,24.4
85,Jahan Dotson,PHI,88.0,00-0037741,WR,2022,0.7058823529411765,22,0.7466666666666667,58.523335,0.018000000000000002,16.0,16.9,0,0.0,0,2,-7.0,0,35,523.0,7,0.0,0,0.0,0,0,0.0,0,49,518.0,4,0.0,3.914285714285714,00-0037741,12,523.0,43.583332,3.239455,12.978009,00-0037741,10,110.0,5.0,63,35,523,43.583333333333336,10,7,2,-7,-0.5833333333333334,0,0,7,12,63,5.2,31.5,WR,WAS,11.8
86,Marquise Brown,KC,89.3,00-0035662,WR,2022,0.8787878787878788,25,0.9108333333333332,54.556362,0.016,25.0,14.1,0,0.0,0,1,1.0,0,67,709.0,3,0.0,0,0.0,0,2,23.0,0,51,574.0,4,0.0,3.5223880597014925,00-0035662,12,709.0,59.083332,3.376487,17.614155,00-0035662,12,58.0,1.0,107,67,709,59.083333333333336,9,3,1,1,0.0833333333333333,0,0,3,12,107,8.9,37.7,WR,ARI,16.7
96,Gabe Davis,,98.0,00-0036196,WR,2022,0.96,23,0.908,60.81971,0.005,128.0,3.7,0,0.0,0,0,0.0,0,48,836.0,7,1.0,0,0.0,0,1,-2.0,0,45,746.0,7,1.0,2.9583333333333335,00-0036196,17,983.0,57.82353,4.24488,12.902292,00-0036196,17,120.0,3.0,93,48,836,55.73333333333333,11,7,0,0,0.0,0,1,7,15,93,6.2,34.5,WR,BUF,16.8
97,Brandin Cooks,NO,98.7,00-0031236,WR,2022,0.8661971830985915,28,0.8115384615384614,24.386667,0.044000000000000004,20.0,15.5,0,0.0,0,2,7.0,0,57,699.0,3,0.0,0,0.0,0,5,35.0,0,54,657.0,8,0.0,3.5964912280701755,00-0031236,13,699.0,53.76923,3.791388,14.576719,00-0031236,10,108.0,3.0,93,57,699,53.76923076923077,13,3,2,7,0.5384615384615384,0,0,3,13,93,7.2,33.1,WR,HOU,16.5
103,Courtland Sutton,DEN,108.0,00-0034348,WR,2022,0.7831325301204819,26,0.8806666666666667,32.563526,0.08199999999999999,40.0,11.1,0,0.0,0,1,5.0,0,64,829.0,2,0.0,0,0.0,0,0,0.0,0,59,772.0,10,3.0,2.296875,00-0034348,15,829.0,55.266666,3.8102975,15.434086,00-0034348,14,100.0,2.0,109,64,829,55.266666666666666,11,2,1,5,0.3333333333333333,0,0,2,15,109,7.3,31.9,WR,DEN,20.1
113,Elijah Moore,BUF,117.3,00-0036980,WR,2022,0.8235294117647058,22,0.67625,17.582253,0.012,34.0,12.1,0,0.0,0,5,5.0,0,37,446.0,1,0.0,0,0.0,0,9,11.0,0,59,640.0,2,2.0,2.5135135135135136,00-0036980,14,446.0,31.857143,4.016911,8.2096615,00-0036980,7,24.0,0.0,65,37,450,32.142857142857146,8,1,5,5,0.3571428571428571,0,0,1,14,65,4.6,34.6,WR,NYJ,11.1
116,Treylon Burks,TEN,120.0,00-0037742,WR,2022,0.6470588235294118,22,0.5781818181818182,23.02291,0.017,18.0,16.2,0,0.0,0,4,47.0,0,33,444.0,1,0.0,0,0.0,0,5,18.0,0,16,221.0,0,0.0,5.0,00-0037742,11,444.0,40.363636,3.6638,10.350144,00-0037742,4,38.0,0.0,54,33,444,40.36363636363637,8,1,4,47,4.2727272727272725,0,0,1,11,54,4.9,25.7,WR,TEN,12.4
117,Skyy Moore,KC,120.7,00-0038090,WR,2022,0.9411764705882353,21,0.285,11.032968,0.008,54.0,9.2,0,0.0,0,3,24.0,0,22,250.0,0,0.0,0,0.0,0,3,23.0,0,21,244.0,1,0.0,6.863636363636363,00-0038090,17,267.0,15.705882,4.8333235,3.2851813,00-0038090,2,12.0,1.0,33,22,250,17.857142857142858,2,0,3,24,1.7142857142857142,0,3,0,14,33,2.8,36.3,WR,KC,5.3
122,JuJu Smith-Schuster,KC,124.7,00-0033857,WR,2022,0.8181818181818182,25,0.7043750000000001,54.178955,0.038,62.0,8.3,0,0.0,0,0,0.0,0,78,933.0,3,2.0,0,0.0,0,0,0.0,0,29,260.0,1,0.0,5.858974358974359,00-0033857,19,1022.0,53.789474,4.701479,11.314217,00-0033857,19,152.0,1.0,102,78,933,58.3125,9,3,0,0,0.0,0,2,3,16,102,6.4,36.3,WR,KC,16.5
131,Rashod Bateman,BAL,138.0,00-0036550,WR,2022,0.5294117647058824,22,0.51,54.589664,0.017,27.0,13.6,0,0.0,0,0,0.0,0,15,285.0,2,1.0,0,0.0,0,1,18.0,0,32,367.0,1,0.0,8.866666666666667,00-0036550,6,285.0,47.5,3.588588,12.793307,00-0036550,1,8.0,0.0,28,15,285,47.5,5,2,0,0,0.0,0,1,2,6,28,4.7,27.4,WR,BAL,6.0
135,Allen Lazard,NYJ,140.7,00-0034521,WR,2022,0.8529411764705882,26,0.8886666666666667,22.439812,0.049,,0.0,0,0.0,0,2,0.0,0,60,788.0,6,0.0,0,0.0,0,0,0.0,0,23,311.0,1,0.0,4.133333333333334,00-0034521,15,788.0,52.533333,3.7779477,14.362671,00-0034521,19,140.0,5.0,101,60,788,52.53333333333333,13,6,2,0,0.0,0,0,6,15,101,6.7,31.9,WR,GB,18.6
138,Adam Thielen,CAR,141.7,00-0030035,WR,2022,0.9324324324324325,32,0.8899999999999999,34.748604,0.037000000000000005,,0.0,0,0.0,0,1,4.0,0,70,716.0,6,0.0,0,0.0,0,1,6.0,0,103,1014.0,4,0.0,2.1714285714285713,00-0030035,18,766.0,42.555557,4.3110294,10.140028,00-0030035,24,166.0,5.0,109,70,716,42.11764705882353,7,6,1,4,0.2352941176470588,0,0,6,17,109,6.4,37.9,WR,MIN,16.9
148,Romeo Doubs,GB,154.3,00-0037816,WR,2022,0.7647058823529411,22,0.6253846153846154,38.998077,0.005,132.0,3.5,0,0.0,0,1,11.0,0,42,425.0,3,1.0,0,0.0,0,0,0.0,0,59,674.0,8,0.0,4.5476190476190474,00-0037816,13,425.0,32.692307,3.7365568,8.88949,00-0037816,8,110.0,3.0,67,42,425,32.69230769230769,7,3,1,11,0.8461538461538461,0,1,3,13,67,5.2,31.9,WR,GB,12.3
156,Nico Collins,HOU,162.3,00-0036554,WR,2022,0.7058823529411765,23,0.717,11.134333,0.006999999999999999,89.0,6.0,0,0.0,0,0,0.0,0,37,481.0,2,0.0,0,0.0,0,1,7.0,0,80,1297.0,8,0.0,3.864864864864865,00-0036554,10,481.0,48.1,3.8095791,13.345243,00-0036554,8,44.0,2.0,66,37,481,48.1,8,2,0,0,0.0,0,0,2,10,66,6.6,33.1,WR,HOU,11.7
161,Tyler Boyd,,168.3,00-0033009,WR,2022,0.9824561403508771,27,0.7268749999999999,50.0964,0.057,55.0,9.1,1,23.0,0,0,0.0,0,58,762.0,5,0.0,0,0.0,0,2,11.0,0,67,667.0,2,1.0,4.293103448275862,00-0033009,19,851.0,44.789474,4.329585,9.949955,00-0033009,14,116.0,3.0,85,58,762,47.625,10,5,0,0,0.0,0,0,5,16,85,5.3,37.4,WR,CIN,14.2
164,Jakobi Meyers,LV,172.0,00-0034960,WR,2022,0.9402985074626866,25,0.7914285714285716,34.24555,0.049,,0.0,0,0.0,0,2,9.0,0,67,804.0,6,1.0,2,12.0,1,4,24.0,2,71,807.0,8,0.0,3.5522388059701493,00-0034960,14,804.0,57.42857,3.9119637,15.869569,00-0034960,10,46.0,3.0,98,67,804,57.42857142857143,14,6,2,9,0.6428571428571429,0,2,6,14,98,7.0,30.7,WR,NE,18.8
175,Zay Jones,ARI,178.7,00-0033891,WR,2022,0.9795918367346939,27,0.8674999999999999,94.79763,0.038,37.0,11.6,0,0.0,0,4,18.0,0,82,823.0,5,0.0,0,0.0,0,0,0.0,0,34,321.0,2,0.0,3.4390243902439024,00-0033891,18,980.0,54.444443,3.8961558,13.559466,00-0033891,23,130.0,4.0,122,82,834,52.125,7,5,4,18,1.125,0,0,5,16,122,7.6,34.1,WR,JAX,21.0
179,Darnell Mooney,ATL,179.7,00-0036309,WR,2022,0.9,24,0.8308333333333334,28.70018,0.005,173.0,1.8,0,0.0,0,1,2.0,0,40,493.0,2,0.0,0,0.0,0,2,5.0,0,31,414.0,1,0.0,4.2,00-0036309,11,493.0,44.81818,2.4936168,17.568455,00-0036309,8,102.0,2.0,62,40,493,44.81818181818182,7,2,1,2,0.1818181818181818,0,0,2,11,62,5.6,21.4,WR,CHI,17.1
183,Michael Gallup,WAS,185.0,00-0034764,WR,2022,0.8536585365853658,26,0.7571428571428571,24.777582,0.055,81.0,6.6,0,0.0,0,0,0.0,0,39,424.0,4,0.0,0,0.0,0,0,0.0,0,34,418.0,2,0.0,2.7435897435897436,00-0034764,16,470.0,29.375,3.5800686,8.349976,00-0034764,14,108.0,5.0,74,39,424,30.285714285714285,4,4,0,0,0.0,0,0,4,14,74,5.3,32.1,WR,DAL,13.6
213,Rondale Moore,MIN,174.0,00-0036936,WR,2022,0.6470588235294118,22,0.8175,66.22982,0.009000000000000001,49.0,9.8,0,0.0,0,6,-5.0,0,41,414.0,1,0.0,0,0.0,0,28,178.0,1,40,352.0,1,0.0,6.853658536585366,00-0036936,8,414.0,51.75,3.5490797,14.482706,00-0036936,7,8.0,0.0,56,41,414,51.75,6,1,6,-5,-0.625,0,0,1,8,56,8.0,37.7,WR,ARI,8.7
214,Donovan Peoples-Jones,NO,177.0,00-0036233,WR,2022,0.88,23,0.898235294117647,31.298456,0.004,187.0,1.3,0,0.0,0,1,2.0,0,61,839.0,3,1.0,0,0.0,0,0,0.0,0,13,155.0,0,0.0,3.1311475409836067,00-0036233,17,839.0,49.35294,3.391764,14.348586,00-0036233,13,48.0,3.0,96,61,839,49.35294117647059,14,3,1,2,0.1176470588235294,0,1,3,17,96,5.6,29.9,WR,CLE,18.9
218,Van Jefferson,TEN,180.0,00-0036415,WR,2022,0.88,26,0.7781818181818182,15.923222,0.006999999999999999,57.0,8.9,0,0.0,0,0,0.0,0,24,369.0,3,0.0,0,0.0,0,1,4.0,0,20,209.0,0,0.0,1.5833333333333333,00-0036415,10,369.0,36.9,3.0515513,12.778661,00-0036415,5,40.0,2.0,44,24,369,36.9,7,3,0,0,0.0,0,0,3,10,44,4.4,30.4,WR,LA,8.5
221,K.J. Osborn,WAS,190.0,00-0036345,WR,2022,0.88,25,0.7423529411764707,69.37015,0.004,176.0,1.7,0,0.0,0,3,6.0,0,60,650.0,5,0.0,0,0.0,0,0,0.0,0,48,540.0,3,0.0,5.0,00-0036345,18,670.0,37.22222,4.3110294,8.207396,00-0036345,12,118.0,5.0,90,60,650,38.23529411764706,6,5,3,6,0.3529411764705882,0,0,5,17,90,5.3,37.9,WR,MIN,14.0
227,Alec Pierce,IND,206.0,00-0037664,WR,2022,0.9411764705882353,22,0.6643749999999999,34.673626,0.008,53.0,9.3,0,0.0,0,0,0.0,0,41,593.0,2,0.0,0,0.0,0,0,0.0,0,32,514.0,2,0.0,2.7560975609756095,00-0037664,16,593.0,37.0625,3.4524205,10.537674,00-0037664,6,30.0,1.0,78,41,593,37.0625,8,2,0,0,0.0,0,0,2,16,78,4.9,34.3,WR,IND,13.4
231,Marquez Valdes-Scantling,SEA,215.5,00-0034272,WR,2022,0.926829268292683,27,0.6741176470588235,24.66875,0.048,174.0,1.7,0,0.0,0,1,-3.0,0,42,687.0,2,0.0,0,0.0,0,0,0.0,0,21,315.0,1,1.0,2.9047619047619047,00-0034272,20,809.0,40.45,4.7360773,8.550043,00-0034272,13,108.0,4.0,81,42,687,40.41176470588236,13,2,1,-3,-0.1764705882352941,0,0,2,17,81,4.8,36.3,WR,KC,13.1
239,Parris Campbell,,223.0,00-0035639,WR,2022,0.48484848484848486,25,0.851764705882353,44.442207,0.021,59.0,8.6,0,0.0,0,5,58.0,0,63,623.0,3,0.0,0,0.0,0,0,0.0,0,20,104.0,0,0.0,4.380952380952381,00-0035639,17,623.0,36.64706,3.4883075,10.575095,00-0035639,10,32.0,2.0,92,63,623,36.64705882352941,7,3,5,58,3.411764705882353,0,0,3,17,92,5.4,34.3,WR,IND,15.8
241,Isaiah Hodgins,SF,226.0,00-0036165,WR,2022,0.41379310344827586,23,0.6539999999999999,38.977497,0.004,207.0,0.6,0,0.0,0,0,0.0,0,37,392.0,4,1.0,0,0.0,0,0,0.0,0,21,230.0,3,1.0,2.3783783783783785,00-0036165,11,500.0,45.454544,4.063342,11.52278,00-0036165,10,114.0,5.0,49,37,392,43.55555555555556,4,4,0,0,0.0,0,1,4,9,43,5.4,29.1,WR,NYG,8.7
251,Curtis Samuel,BUF,239.0,00-0033282,WR,2022,0.8061224489795918,26,0.7147058823529412,44.075954,0.063,40.0,11.1,0,0.0,0,38,187.0,1,64,656.0,4,1.0,0,0.0,0,7,39.0,1,62,613.0,4,0.0,4.515625,00-0033282,17,656.0,38.588234,3.3443418,11.096376,00-0033282,12,94.0,3.0,93,64,656,38.588235294117645,10,4,38,187,11.0,1,1,5,17,93,5.8,31.5,WR,WAS,17.4
